Statistic,Quarter,Sector,value
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2011Q4,"Professional, Admin and Support Services",4022.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2011Q4,"Public Admin, Education and Health",6935.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2011Q4,"Arts, Entertainment and Other Services",844.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2011Q4,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2011Q4,All Sectors,39056.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q1,"Agriculture, Forestry and Fishing",549.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q1,Industry (excl. Construction),9998.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q1,Industry - of which Manufacturing,8785.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q1,Construction,755.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q1,"Distribution, Transport, Hotels and Restaurants",6767.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q1,Information and Communication,4089.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q1,Financial and Insurance Activities,3845.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q1,Real Estate Activities,2770.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q1,"Professional, Admin and Support Services",3959.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q1,"Public Admin, Education and Health",6990.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q1,"Arts, Entertainment and Other Services",819.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q1,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q1,All Sectors,40137.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q2,"Agriculture, Forestry and Fishing",520.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q2,Industry (excl. Construction),10186.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q2,Industry - of which Manufacturing,8976.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q2,Construction,719.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q2,"Distribution, Transport, Hotels and Restaurants",6842.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q2,Information and Communication,3806.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q2,Financial and Insurance Activities,3653.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q2,Real Estate Activities,2812.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q2,"Professional, Admin and Support Services",3926.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q2,"Public Admin, Education and Health",7045.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q2,"Arts, Entertainment and Other Services",822.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q2,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q2,All Sectors,40813.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q3,"Agriculture, Forestry and Fishing",352.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q3,Industry (excl. Construction),9938.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q3,Industry - of which Manufacturing,8789.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q3,Construction,741.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q3,"Distribution, Transport, Hotels and Restaurants",6876.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q3,Information and Communication,3762.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q3,Financial and Insurance Activities,3691.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q3,Real Estate Activities,2847.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q3,"Professional, Admin and Support Services",4046.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q3,"Public Admin, Education and Health",7065.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q3,"Arts, Entertainment and Other Services",837.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q3,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q3,All Sectors,40417.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q4,"Agriculture, Forestry and Fishing",303.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q4,Industry (excl. Construction),9269.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q4,Industry - of which Manufacturing,8037.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q4,Construction,815.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q4,"Distribution, Transport, Hotels and Restaurants",7047.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q4,Information and Communication,4065.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q4,Financial and Insurance Activities,3549.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q4,Real Estate Activities,2899.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q4,"Professional, Admin and Support Services",4140.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q4,"Public Admin, Education and Health",7073.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q4,"Arts, Entertainment and Other Services",814.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q4,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2012Q4,All Sectors,39488.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q1,"Agriculture, Forestry and Fishing",361.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q1,Industry (excl. Construction),9960.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q1,Industry - of which Manufacturing,8736.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q1,Construction,860.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q1,"Distribution, Transport, Hotels and Restaurants",7128.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q1,Information and Communication,3954.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q1,Financial and Insurance Activities,3414.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q1,Real Estate Activities,2923.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q1,"Professional, Admin and Support Services",4684.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q1,"Public Admin, Education and Health",6962.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q1,"Arts, Entertainment and Other Services",868.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q1,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q1,All Sectors,40374.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q2,"Agriculture, Forestry and Fishing",410.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q2,Industry (excl. Construction),9954.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q2,Industry - of which Manufacturing,8727.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q2,Construction,916.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q2,"Distribution, Transport, Hotels and Restaurants",7372.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q2,Information and Communication,4163.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q2,Financial and Insurance Activities,3377.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q2,Real Estate Activities,2993.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q2,"Professional, Admin and Support Services",4876.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q2,"Public Admin, Education and Health",6932.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q2,"Arts, Entertainment and Other Services",879.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q2,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q2,All Sectors,41487.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q3,"Agriculture, Forestry and Fishing",614.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q3,Industry (excl. Construction),10236.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q3,Industry - of which Manufacturing,8999.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q3,Construction,997.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q3,"Distribution, Transport, Hotels and Restaurants",7550.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q3,Information and Communication,4501.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q3,Financial and Insurance Activities,3323.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q3,Real Estate Activities,3044.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q3,"Professional, Admin and Support Services",4974.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q3,"Public Admin, Education and Health",7002.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q3,"Arts, Entertainment and Other Services",865.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q3,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q3,All Sectors,42912.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q4,"Agriculture, Forestry and Fishing",555.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q4,Industry (excl. Construction),9561.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q4,Industry - of which Manufacturing,8335.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q4,Construction,1022.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q4,"Distribution, Transport, Hotels and Restaurants",7703.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q4,Information and Communication,4552.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q4,Financial and Insurance Activities,3196.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q4,Real Estate Activities,3110.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q4,"Professional, Admin and Support Services",5251.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q4,"Public Admin, Education and Health",7053.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q4,"Arts, Entertainment and Other Services",875.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q4,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2013Q4,All Sectors,41800.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q1,"Agriculture, Forestry and Fishing",492.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q1,Industry (excl. Construction),10563.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q1,Industry - of which Manufacturing,9403.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q1,Construction,1103.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q1,"Distribution, Transport, Hotels and Restaurants",7363.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q1,Information and Communication,4367.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q1,Financial and Insurance Activities,3933.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q1,Real Estate Activities,3206.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q1,"Professional, Admin and Support Services",5660.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q1,"Public Admin, Education and Health",7068.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q1,"Arts, Entertainment and Other Services",874.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q1,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q1,All Sectors,44190.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q2,"Agriculture, Forestry and Fishing",629.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q2,Industry (excl. Construction),11947.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q2,Industry - of which Manufacturing,10732.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q2,Construction,1202.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q2,"Distribution, Transport, Hotels and Restaurants",7601.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q2,Information and Communication,4995.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q2,Financial and Insurance Activities,3880.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q2,Real Estate Activities,3278.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q2,"Professional, Admin and Support Services",5832.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q2,"Public Admin, Education and Health",7094.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q2,"Arts, Entertainment and Other Services",899.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q2,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q2,All Sectors,45715.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q3,"Agriculture, Forestry and Fishing",643.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q3,Industry (excl. Construction),11345.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q3,Industry - of which Manufacturing,9953.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q3,Construction,1225.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q3,"Distribution, Transport, Hotels and Restaurants",7655.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q3,Information and Communication,4721.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q3,Financial and Insurance Activities,3985.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q3,Real Estate Activities,3350.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q3,"Professional, Admin and Support Services",6080.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q3,"Public Admin, Education and Health",7120.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q3,"Arts, Entertainment and Other Services",898.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q3,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q3,All Sectors,46656.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q4,"Agriculture, Forestry and Fishing",665.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q4,Industry (excl. Construction),10587.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q4,Industry - of which Manufacturing,9405.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q4,Construction,1246.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q4,"Distribution, Transport, Hotels and Restaurants",7798.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q4,Information and Communication,5346.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q4,Financial and Insurance Activities,3995.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q4,Real Estate Activities,3425.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q4,"Professional, Admin and Support Services",6369.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q4,"Public Admin, Education and Health",7137.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q4,"Arts, Entertainment and Other Services",902.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q4,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2014Q4,All Sectors,46296.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q1,"Agriculture, Forestry and Fishing",526.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q1,Industry (excl. Construction),23627.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q1,Industry - of which Manufacturing,22485.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q1,Construction,1302.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q1,"Distribution, Transport, Hotels and Restaurants",7694.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q1,Information and Communication,5725.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q1,Financial and Insurance Activities,4126.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q1,Real Estate Activities,3610.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q1,"Professional, Admin and Support Services",6738.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q1,"Public Admin, Education and Health",7248.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q1,"Arts, Entertainment and Other Services",874.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q1,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q1,All Sectors,61455.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q2,"Agriculture, Forestry and Fishing",529.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q2,Industry (excl. Construction),24511.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q2,Industry - of which Manufacturing,23367.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q2,Construction,1346.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q2,"Distribution, Transport, Hotels and Restaurants",7757.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q2,Information and Communication,5736.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q2,Financial and Insurance Activities,4172.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q2,Real Estate Activities,3601.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q2,"Professional, Admin and Support Services",7045.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q2,"Public Admin, Education and Health",7214.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q2,"Arts, Entertainment and Other Services",864.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q2,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q2,All Sectors,61827.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q3,"Agriculture, Forestry and Fishing",621.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q3,Industry (excl. Construction),25126.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q3,Industry - of which Manufacturing,24134.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q3,Construction,1293.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q3,"Distribution, Transport, Hotels and Restaurants",7976.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q3,Information and Communication,5927.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q3,Financial and Insurance Activities,4210.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q3,Real Estate Activities,3685.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q3,"Professional, Admin and Support Services",7410.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q3,"Public Admin, Education and Health",7343.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q3,"Arts, Entertainment and Other Services",897.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q3,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q3,All Sectors,64496.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q4,"Agriculture, Forestry and Fishing",682.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q4,Industry (excl. Construction),26698.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q4,Industry - of which Manufacturing,25731.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q4,Construction,1358.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q4,"Distribution, Transport, Hotels and Restaurants",8091.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q4,Information and Communication,6062.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q4,Financial and Insurance Activities,4248.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q4,Real Estate Activities,3719.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q4,"Professional, Admin and Support Services",7329.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q4,"Public Admin, Education and Health",7427.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q4,"Arts, Entertainment and Other Services",956.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q4,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2015Q4,All Sectors,66261.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q1,"Agriculture, Forestry and Fishing",634.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q1,Industry (excl. Construction),22534.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q1,Industry - of which Manufacturing,21435.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q1,Construction,1415.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q1,"Distribution, Transport, Hotels and Restaurants",8352.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q1,Information and Communication,6168.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q1,Financial and Insurance Activities,3938.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q1,Real Estate Activities,3792.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q1,"Professional, Admin and Support Services",7284.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q1,"Public Admin, Education and Health",7426.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q1,"Arts, Entertainment and Other Services",887.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q1,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q1,All Sectors,62002.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q2,"Agriculture, Forestry and Fishing",629.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q2,Industry (excl. Construction),22500.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q2,Industry - of which Manufacturing,21311.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q2,Construction,1569.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q2,"Distribution, Transport, Hotels and Restaurants",8328.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q2,Information and Communication,5969.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q2,Financial and Insurance Activities,3975.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q2,Real Estate Activities,3877.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q2,"Professional, Admin and Support Services",7437.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q2,"Public Admin, Education and Health",7509.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q2,"Arts, Entertainment and Other Services",891.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q2,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q2,All Sectors,61132.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q3,"Agriculture, Forestry and Fishing",635.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q3,Industry (excl. Construction),22558.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q3,Industry - of which Manufacturing,21458.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q3,Construction,1592.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q3,"Distribution, Transport, Hotels and Restaurants",8436.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q3,Information and Communication,6639.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q3,Financial and Insurance Activities,3738.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q3,Real Estate Activities,3938.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q3,"Professional, Admin and Support Services",7626.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q3,"Public Admin, Education and Health",7551.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q3,"Arts, Entertainment and Other Services",917.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q3,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q3,All Sectors,63787.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q4,"Agriculture, Forestry and Fishing",656.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q4,Industry (excl. Construction),25669.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q4,Industry - of which Manufacturing,24387.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q4,Construction,1578.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q4,"Distribution, Transport, Hotels and Restaurants",8414.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q4,Information and Communication,6649.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q4,Financial and Insurance Activities,3883.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q4,Real Estate Activities,3972.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q4,"Professional, Admin and Support Services",7693.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q4,"Public Admin, Education and Health",7633.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q4,"Arts, Entertainment and Other Services",984.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q4,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2016Q4,All Sectors,67798.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q1,"Agriculture, Forestry and Fishing",840.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q1,Industry (excl. Construction),25394.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q1,Industry - of which Manufacturing,24236.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q1,Construction,2046.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q1,"Distribution, Transport, Hotels and Restaurants",8796.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q1,Information and Communication,7034.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q1,Financial and Insurance Activities,3982.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q1,Real Estate Activities,4081.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q1,"Professional, Admin and Support Services",8287.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q1,"Public Admin, Education and Health",7830.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q1,"Arts, Entertainment and Other Services",1039.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q1,Statistical Discrepancy,
