Statistic,Month,Age.Group,Sex,value
Seasonally Adjusted Monthly Unemployment Rate,2009 June,15 - 74 years,Both sexes,12.9
Seasonally Adjusted Monthly Unemployment Rate,2009 June,15 - 74 years,Male,15.6
Seasonally Adjusted Monthly Unemployment Rate,2009 June,15 - 74 years,Female,9.5
Seasonally Adjusted Monthly Unemployment Rate,2009 June,25 - 74 years,Both sexes,10.4
Seasonally Adjusted Monthly Unemployment Rate,2009 June,25 - 74 years,Male,12.4
Seasonally Adjusted Monthly Unemployment Rate,2009 June,25 - 74 years,Female,7.8
Seasonally Adjusted Monthly Unemployment Rate,2009 July,15 - 24 years,Both sexes,25.3
Seasonally Adjusted Monthly Unemployment Rate,2009 July,15 - 24 years,Male,32.5
Seasonally Adjusted Monthly Unemployment Rate,2009 July,15 - 24 years,Female,17.4
Seasonally Adjusted Monthly Unemployment Rate,2009 July,15 - 74 years,Both sexes,13.0
Seasonally Adjusted Monthly Unemployment Rate,2009 July,15 - 74 years,Male,15.6
Seasonally Adjusted Monthly Unemployment Rate,2009 July,15 - 74 years,Female,9.8
Seasonally Adjusted Monthly Unemployment Rate,2009 July,25 - 74 years,Both sexes,10.6
Seasonally Adjusted Monthly Unemployment Rate,2009 July,25 - 74 years,Male,12.6
Seasonally Adjusted Monthly Unemployment Rate,2009 July,25 - 74 years,Female,8.1
Seasonally Adjusted Monthly Unemployment Rate,2009 August,15 - 24 years,Both sexes,25.4
Seasonally Adjusted Monthly Unemployment Rate,2009 August,15 - 24 years,Male,32.4
Seasonally Adjusted Monthly Unemployment Rate,2009 August,15 - 24 years,Female,17.9
Seasonally Adjusted Monthly Unemployment Rate,2009 August,15 - 74 years,Both sexes,13.2
Seasonally Adjusted Monthly Unemployment Rate,2009 August,15 - 74 years,Male,15.7
Seasonally Adjusted Monthly Unemployment Rate,2009 August,15 - 74 years,Female,10.1
Seasonally Adjusted Monthly Unemployment Rate,2009 August,25 - 74 years,Both sexes,10.9
Seasonally Adjusted Monthly Unemployment Rate,2009 August,25 - 74 years,Male,12.7
Seasonally Adjusted Monthly Unemployment Rate,2009 August,25 - 74 years,Female,8.5
Seasonally Adjusted Monthly Unemployment Rate,2009 September,15 - 24 years,Both sexes,26.7
Seasonally Adjusted Monthly Unemployment Rate,2009 September,15 - 24 years,Male,34.4
Seasonally Adjusted Monthly Unemployment Rate,2009 September,15 - 24 years,Female,18.4
Seasonally Adjusted Monthly Unemployment Rate,2009 September,15 - 74 years,Both sexes,13.7
Seasonally Adjusted Monthly Unemployment Rate,2009 September,15 - 74 years,Male,16.3
Seasonally Adjusted Monthly Unemployment Rate,2009 September,15 - 74 years,Female,10.5
Seasonally Adjusted Monthly Unemployment Rate,2009 September,25 - 74 years,Both sexes,11.2
Seasonally Adjusted Monthly Unemployment Rate,2009 September,25 - 74 years,Male,13.0
Seasonally Adjusted Monthly Unemployment Rate,2009 September,25 - 74 years,Female,8.9
Seasonally Adjusted Monthly Unemployment Rate,2009 October,15 - 24 years,Both sexes,27.1
Seasonally Adjusted Monthly Unemployment Rate,2009 October,15 - 24 years,Male,35.4
Seasonally Adjusted Monthly Unemployment Rate,2009 October,15 - 24 years,Female,18.2
Seasonally Adjusted Monthly Unemployment Rate,2009 October,15 - 74 years,Both sexes,13.8
Seasonally Adjusted Monthly Unemployment Rate,2009 October,15 - 74 years,Male,16.5
Seasonally Adjusted Monthly Unemployment Rate,2009 October,15 - 74 years,Female,10.5
Seasonally Adjusted Monthly Unemployment Rate,2009 October,25 - 74 years,Both sexes,11.2
Seasonally Adjusted Monthly Unemployment Rate,2009 October,25 - 74 years,Male,13.1
Seasonally Adjusted Monthly Unemployment Rate,2009 October,25 - 74 years,Female,8.9
Seasonally Adjusted Monthly Unemployment Rate,2009 November,15 - 24 years,Both sexes,27.4
Seasonally Adjusted Monthly Unemployment Rate,2009 November,15 - 24 years,Male,35.6
Seasonally Adjusted Monthly Unemployment Rate,2009 November,15 - 24 years,Female,18.4
Seasonally Adjusted Monthly Unemployment Rate,2009 November,15 - 74 years,Both sexes,13.9
Seasonally Adjusted Monthly Unemployment Rate,2009 November,15 - 74 years,Male,16.7
Seasonally Adjusted Monthly Unemployment Rate,2009 November,15 - 74 years,Female,10.4
Seasonally Adjusted Monthly Unemployment Rate,2009 November,25 - 74 years,Both sexes,11.3
Seasonally Adjusted Monthly Unemployment Rate,2009 November,25 - 74 years,Male,13.2
Seasonally Adjusted Monthly Unemployment Rate,2009 November,25 - 74 years,Female,8.7
Seasonally Adjusted Monthly Unemployment Rate,2009 December,15 - 24 years,Both sexes,27.7
Seasonally Adjusted Monthly Unemployment Rate,2009 December,15 - 24 years,Male,35.8
Seasonally Adjusted Monthly Unemployment Rate,2009 December,15 - 24 years,Female,18.6
Seasonally Adjusted Monthly Unemployment Rate,2009 December,15 - 74 years,Both sexes,13.8
Seasonally Adjusted Monthly Unemployment Rate,2009 December,15 - 74 years,Male,16.7
Seasonally Adjusted Monthly Unemployment Rate,2009 December,15 - 74 years,Female,10.2
Seasonally Adjusted Monthly Unemployment Rate,2009 December,25 - 74 years,Both sexes,11.1
Seasonally Adjusted Monthly Unemployment Rate,2009 December,25 - 74 years,Male,13.2
Seasonally Adjusted Monthly Unemployment Rate,2009 December,25 - 74 years,Female,8.5
Seasonally Adjusted Monthly Unemployment Rate,2010 January,15 - 24 years,Both sexes,27.6
Seasonally Adjusted Monthly Unemployment Rate,2010 January,15 - 24 years,Male,35.1
Seasonally Adjusted Monthly Unemployment Rate,2010 January,15 - 24 years,Female,19.3
Seasonally Adjusted Monthly Unemployment Rate,2010 January,15 - 74 years,Both sexes,13.8
Seasonally Adjusted Monthly Unemployment Rate,2010 January,15 - 74 years,Male,16.7
Seasonally Adjusted Monthly Unemployment Rate,2010 January,15 - 74 years,Female,10.3
Seasonally Adjusted Monthly Unemployment Rate,2010 January,25 - 74 years,Both sexes,11.3
Seasonally Adjusted Monthly Unemployment Rate,2010 January,25 - 74 years,Male,13.5
Seasonally Adjusted Monthly Unemployment Rate,2010 January,25 - 74 years,Female,8.5
Seasonally Adjusted Monthly Unemployment Rate,2010 February,15 - 24 years,Both sexes,27.3
Seasonally Adjusted Monthly Unemployment Rate,2010 February,15 - 24 years,Male,34.5
Seasonally Adjusted Monthly Unemployment Rate,2010 February,15 - 24 years,Female,19.3
Seasonally Adjusted Monthly Unemployment Rate,2010 February,15 - 74 years,Both sexes,13.7
Seasonally Adjusted Monthly Unemployment Rate,2010 February,15 - 74 years,Male,16.6
Seasonally Adjusted Monthly Unemployment Rate,2010 February,15 - 74 years,Female,10.2
Seasonally Adjusted Monthly Unemployment Rate,2010 February,25 - 74 years,Both sexes,11.3
Seasonally Adjusted Monthly Unemployment Rate,2010 February,25 - 74 years,Male,13.5
Seasonally Adjusted Monthly Unemployment Rate,2010 February,25 - 74 years,Female,8.4
Seasonally Adjusted Monthly Unemployment Rate,2010 March,15 - 24 years,Both sexes,27.2
Seasonally Adjusted Monthly Unemployment Rate,2010 March,15 - 24 years,Male,34.2
Seasonally Adjusted Monthly Unemployment Rate,2010 March,15 - 24 years,Female,19.4
Seasonally Adjusted Monthly Unemployment Rate,2010 March,15 - 74 years,Both sexes,13.9
Seasonally Adjusted Monthly Unemployment Rate,2010 March,15 - 74 years,Male,16.6
Seasonally Adjusted Monthly Unemployment Rate,2010 March,15 - 74 years,Female,10.5
Seasonally Adjusted Monthly Unemployment Rate,2010 March,25 - 74 years,Both sexes,11.5
Seasonally Adjusted Monthly Unemployment Rate,2010 March,25 - 74 years,Male,13.6
Seasonally Adjusted Monthly Unemployment Rate,2010 March,25 - 74 years,Female,8.9
Seasonally Adjusted Monthly Unemployment Rate,2010 April,15 - 24 years,Both sexes,26.9
Seasonally Adjusted Monthly Unemployment Rate,2010 April,15 - 24 years,Male,33.9
Seasonally Adjusted Monthly Unemployment Rate,2010 April,15 - 24 years,Female,19.2
Seasonally Adjusted Monthly Unemployment Rate,2010 April,15 - 74 years,Both sexes,14.2
Seasonally Adjusted Monthly Unemployment Rate,2010 April,15 - 74 years,Male,16.7
Seasonally Adjusted Monthly Unemployment Rate,2010 April,15 - 74 years,Female,11.1
Seasonally Adjusted Monthly Unemployment Rate,2010 April,25 - 74 years,Both sexes,12.0
Seasonally Adjusted Monthly Unemployment Rate,2010 April,25 - 74 years,Male,13.8
Seasonally Adjusted Monthly Unemployment Rate,2010 April,25 - 74 years,Female,9.6
Seasonally Adjusted Monthly Unemployment Rate,2010 May,15 - 24 years,Both sexes,27.3
Seasonally Adjusted Monthly Unemployment Rate,2010 May,15 - 24 years,Male,34.2
Seasonally Adjusted Monthly Unemployment Rate,2010 May,15 - 24 years,Female,19.6
Seasonally Adjusted Monthly Unemployment Rate,2010 May,15 - 74 years,Both sexes,14.5
Seasonally Adjusted Monthly Unemployment Rate,2010 May,15 - 74 years,Male,16.8
Seasonally Adjusted Monthly Unemployment Rate,2010 May,15 - 74 years,Female,11.6
Seasonally Adjusted Monthly Unemployment Rate,2010 May,25 - 74 years,Both sexes,12.3
Seasonally Adjusted Monthly Unemployment Rate,2010 May,25 - 74 years,Male,14.0
Seasonally Adjusted Monthly Unemployment Rate,2010 May,25 - 74 years,Female,10.1
Seasonally Adjusted Monthly Unemployment Rate,2010 June,15 - 24 years,Both sexes,27.2
Seasonally Adjusted Monthly Unemployment Rate,2010 June,15 - 24 years,Male,34.0
Seasonally Adjusted Monthly Unemployment Rate,2010 June,15 - 24 years,Female,19.6
Seasonally Adjusted Monthly Unemployment Rate,2010 June,15 - 74 years,Both sexes,14.4
Seasonally Adjusted Monthly Unemployment Rate,2010 June,15 - 74 years,Male,16.9
Seasonally Adjusted Monthly Unemployment Rate,2010 June,15 - 74 years,Female,11.4
Seasonally Adjusted Monthly Unemployment Rate,2010 June,25 - 74 years,Both sexes,12.2
Seasonally Adjusted Monthly Unemployment Rate,2010 June,25 - 74 years,Male,14.1
Seasonally Adjusted Monthly Unemployment Rate,2010 June,25 - 74 years,Female,9.9
Seasonally Adjusted Monthly Unemployment Rate,2010 July,15 - 24 years,Both sexes,27.0
Seasonally Adjusted Monthly Unemployment Rate,2010 July,15 - 24 years,Male,33.8
Seasonally Adjusted Monthly Unemployment Rate,2010 July,15 - 24 years,Female,19.5
Seasonally Adjusted Monthly Unemployment Rate,2010 July,15 - 74 years,Both sexes,14.3
Seasonally Adjusted Monthly Unemployment Rate,2010 July,15 - 74 years,Male,16.9
Seasonally Adjusted Monthly Unemployment Rate,2010 July,15 - 74 years,Female,11.1
Seasonally Adjusted Monthly Unemployment Rate,2010 July,25 - 74 years,Both sexes,12.1
Seasonally Adjusted Monthly Unemployment Rate,2010 July,25 - 74 years,Male,14.2
Seasonally Adjusted Monthly Unemployment Rate,2010 July,25 - 74 years,Female,9.6
Seasonally Adjusted Monthly Unemployment Rate,2010 August,15 - 24 years,Both sexes,27.3
Seasonally Adjusted Monthly Unemployment Rate,2010 August,15 - 24 years,Male,33.3
Seasonally Adjusted Monthly Unemployment Rate,2010 August,15 - 24 years,Female,20.5
Seasonally Adjusted Monthly Unemployment Rate,2010 August,15 - 74 years,Both sexes,14.4
Seasonally Adjusted Monthly Unemployment Rate,2010 August,15 - 74 years,Male,16.9
Seasonally Adjusted Monthly Unemployment Rate,2010 August,15 - 74 years,Female,11.3
Seasonally Adjusted Monthly Unemployment Rate,2010 August,25 - 74 years,Both sexes,12.3
Seasonally Adjusted Monthly Unemployment Rate,2010 August,25 - 74 years,Male,14.4
Seasonally Adjusted Monthly Unemployment Rate,2010 August,25 - 74 years,Female,9.7
Seasonally Adjusted Monthly Unemployment Rate,2010 September,15 - 24 years,Both sexes,29.1
Seasonally Adjusted Monthly Unemployment Rate,2010 September,15 - 24 years,Male,35.3
Seasonally Adjusted Monthly Unemployment Rate,2010 September,15 - 24 years,Female,22.4
Seasonally Adjusted Monthly Unemployment Rate,2010 September,15 - 74 years,Both sexes,15.0
Seasonally Adjusted Monthly Unemployment Rate,2010 September,15 - 74 years,Male,17.6
Seasonally Adjusted Monthly Unemployment Rate,2010 September,15 - 74 years,Female,11.9
Seasonally Adjusted Monthly Unemployment Rate,2010 September,25 - 74 years,Both sexes,12.7
Seasonally Adjusted Monthly Unemployment Rate,2010 September,25 - 74 years,Male,14.8
Seasonally Adjusted Monthly Unemployment Rate,2010 September,25 - 74 years,Female,10.0
Seasonally Adjusted Monthly Unemployment Rate,2010 October,15 - 24 years,Both sexes,30.3
Seasonally Adjusted Monthly Unemployment Rate,2010 October,15 - 24 years,Male,36.3
Seasonally Adjusted Monthly Unemployment Rate,2010 October,15 - 24 years,Female,24.1
Seasonally Adjusted Monthly Unemployment Rate,2010 October,15 - 74 years,Both sexes,15.6
Seasonally Adjusted Monthly Unemployment Rate,2010 October,15 - 74 years,Male,18.0
Seasonally Adjusted Monthly Unemployment Rate,2010 October,15 - 74 years,Female,12.6
Seasonally Adjusted Monthly Unemployment Rate,2010 October,25 - 74 years,Both sexes,13.1
Seasonally Adjusted Monthly Unemployment Rate,2010 October,25 - 74 years,Male,15.2
Seasonally Adjusted Monthly Unemployment Rate,2010 October,25 - 74 years,Female,10.6
Seasonally Adjusted Monthly Unemployment Rate,2010 November,15 - 24 years,Both sexes,30.7
Seasonally Adjusted Monthly Unemployment Rate,2010 November,15 - 24 years,Male,36.4
Seasonally Adjusted Monthly Unemployment Rate,2010 November,15 - 24 years,Female,24.7
Seasonally Adjusted Monthly Unemployment Rate,2010 November,15 - 74 years,Both sexes,15.7
Seasonally Adjusted Monthly Unemployment Rate,2010 November,15 - 74 years,Male,18.1
Seasonally Adjusted Monthly Unemployment Rate,2010 November,15 - 74 years,Female,12.8
Seasonally Adjusted Monthly Unemployment Rate,2010 November,25 - 74 years,Both sexes,13.2
Seasonally Adjusted Monthly Unemployment Rate,2010 November,25 - 74 years,Male,15.3
Seasonally Adjusted Monthly Unemployment Rate,2010 November,25 - 74 years,Female,10.6
Seasonally Adjusted Monthly Unemployment Rate,2010 December,15 - 24 years,Both sexes,30.5
Seasonally Adjusted Monthly Unemployment Rate,2010 December,15 - 24 years,Male,36.4
Seasonally Adjusted Monthly Unemployment Rate,2010 December,15 - 24 years,Female,24.3
Seasonally Adjusted Monthly Unemployment Rate,2010 December,15 - 74 years,Both sexes,15.7
Seasonally Adjusted Monthly Unemployment Rate,2010 December,15 - 74 years,Male,18.1
Seasonally Adjusted Monthly Unemployment Rate,2010 December,15 - 74 years,Female,12.7
Seasonally Adjusted Monthly Unemployment Rate,2010 December,25 - 74 years,Both sexes,13.2
Seasonally Adjusted Monthly Unemployment Rate,2010 December,25 - 74 years,Male,15.3
Seasonally Adjusted Monthly Unemployment Rate,2010 December,25 - 74 years,Female,10.6
Seasonally Adjusted Monthly Unemployment Rate,2011 January,15 - 24 years,Both sexes,29.9
Seasonally Adjusted Monthly Unemployment Rate,2011 January,15 - 24 years,Male,36.0
Seasonally Adjusted Monthly Unemployment Rate,2011 January,15 - 24 years,Female,23.5
Seasonally Adjusted Monthly Unemployment Rate,2011 January,15 - 74 years,Both sexes,15.4
Seasonally Adjusted Monthly Unemployment Rate,2011 January,15 - 74 years,Male,17.8
Seasonally Adjusted Monthly Unemployment Rate,2011 January,15 - 74 years,Female,12.5
Seasonally Adjusted Monthly Unemployment Rate,2011 January,25 - 74 years,Both sexes,13.0
Seasonally Adjusted Monthly Unemployment Rate,2011 January,25 - 74 years,Male,15.0
Seasonally Adjusted Monthly Unemployment Rate,2011 January,25 - 74 years,Female,10.6
Seasonally Adjusted Monthly Unemployment Rate,2011 February,15 - 24 years,Both sexes,29.2
Seasonally Adjusted Monthly Unemployment Rate,2011 February,15 - 24 years,Male,35.7
Seasonally Adjusted Monthly Unemployment Rate,2011 February,15 - 24 years,Female,22.2
Seasonally Adjusted Monthly Unemployment Rate,2011 February,15 - 74 years,Both sexes,15.1
Seasonally Adjusted Monthly Unemployment Rate,2011 February,15 - 74 years,Male,17.6
Seasonally Adjusted Monthly Unemployment Rate,2011 February,15 - 74 years,Female,12.1
Seasonally Adjusted Monthly Unemployment Rate,2011 February,25 - 74 years,Both sexes,12.8
Seasonally Adjusted Monthly Unemployment Rate,2011 February,25 - 74 years,Male,14.8
Seasonally Adjusted Monthly Unemployment Rate,2011 February,25 - 74 years,Female,10.3
Seasonally Adjusted Monthly Unemployment Rate,2011 March,15 - 24 years,Both sexes,28.7
Seasonally Adjusted Monthly Unemployment Rate,2011 March,15 - 24 years,Male,35.4
Seasonally Adjusted Monthly Unemployment Rate,2011 March,15 - 24 years,Female,21.4
Seasonally Adjusted Monthly Unemployment Rate,2011 March,15 - 74 years,Both sexes,15.0
Seasonally Adjusted Monthly Unemployment Rate,2011 March,15 - 74 years,Male,17.4
Seasonally Adjusted Monthly Unemployment Rate,2011 March,15 - 74 years,Female,12.0
Seasonally Adjusted Monthly Unemployment Rate,2011 March,25 - 74 years,Both sexes,12.8
Seasonally Adjusted Monthly Unemployment Rate,2011 March,25 - 74 years,Male,14.7
Seasonally Adjusted Monthly Unemployment Rate,2011 March,25 - 74 years,Female,10.3
Seasonally Adjusted Monthly Unemployment Rate,2011 April,15 - 24 years,Both sexes,28.4
Seasonally Adjusted Monthly Unemployment Rate,2011 April,15 - 24 years,Male,35.2
Seasonally Adjusted Monthly Unemployment Rate,2011 April,15 - 24 years,Female,21.0
Seasonally Adjusted Monthly Unemployment Rate,2011 April,15 - 74 years,Both sexes,14.9
Seasonally Adjusted Monthly Unemployment Rate,2011 April,15 - 74 years,Male,17.4
Seasonally Adjusted Monthly Unemployment Rate,2011 April,15 - 74 years,Female,12.0
Seasonally Adjusted Monthly Unemployment Rate,2011 April,25 - 74 years,Both sexes,12.8
Seasonally Adjusted Monthly Unemployment Rate,2011 April,25 - 74 years,Male,14.7
Seasonally Adjusted Monthly Unemployment Rate,2011 April,25 - 74 years,Female,10.5
Seasonally Adjusted Monthly Unemployment Rate,2011 May,15 - 24 years,Both sexes,28.6
Seasonally Adjusted Monthly Unemployment Rate,2011 May,15 - 24 years,Male,35.4
Seasonally Adjusted Monthly Unemployment Rate,2011 May,15 - 24 years,Female,21.1
Seasonally Adjusted Monthly Unemployment Rate,2011 May,15 - 74 years,Both sexes,15.0
Seasonally Adjusted Monthly Unemployment Rate,2011 May,15 - 74 years,Male,17.4
Seasonally Adjusted Monthly Unemployment Rate,2011 May,15 - 74 years,Female,12.1
Seasonally Adjusted Monthly Unemployment Rate,2011 May,25 - 74 years,Both sexes,12.9
Seasonally Adjusted Monthly Unemployment Rate,2011 May,25 - 74 years,Male,14.8
Seasonally Adjusted Monthly Unemployment Rate,2011 May,25 - 74 years,Female,10.7
Seasonally Adjusted Monthly Unemployment Rate,2011 June,15 - 24 years,Both sexes,28.9
Seasonally Adjusted Monthly Unemployment Rate,2011 June,15 - 24 years,Male,35.7
Seasonally Adjusted Monthly Unemployment Rate,2011 June,15 - 24 years,Female,21.5
Seasonally Adjusted Monthly Unemployment Rate,2011 June,15 - 74 years,Both sexes,15.2
Seasonally Adjusted Monthly Unemployment Rate,2011 June,15 - 74 years,Male,17.6
Seasonally Adjusted Monthly Unemployment Rate,2011 June,15 - 74 years,Female,12.3
Seasonally Adjusted Monthly Unemployment Rate,2011 June,25 - 74 years,Both sexes,13.1
Seasonally Adjusted Monthly Unemployment Rate,2011 June,25 - 74 years,Male,15.0
Seasonally Adjusted Monthly Unemployment Rate,2011 June,25 - 74 years,Female,10.8
Seasonally Adjusted Monthly Unemployment Rate,2011 July,15 - 24 years,Both sexes,29.2
Seasonally Adjusted Monthly Unemployment Rate,2011 July,15 - 24 years,Male,35.8
Seasonally Adjusted Monthly Unemployment Rate,2011 July,15 - 24 years,Female,21.8
Seasonally Adjusted Monthly Unemployment Rate,2011 July,15 - 74 years,Both sexes,15.5
Seasonally Adjusted Monthly Unemployment Rate,2011 July,15 - 74 years,Male,17.7
Seasonally Adjusted Monthly Unemployment Rate,2011 July,15 - 74 years,Female,12.8
Seasonally Adjusted Monthly Unemployment Rate,2011 July,25 - 74 years,Both sexes,13.4
Seasonally Adjusted Monthly Unemployment Rate,2011 July,25 - 74 years,Male,15.2
Seasonally Adjusted Monthly Unemployment Rate,2011 July,25 - 74 years,Female,11.3
Seasonally Adjusted Monthly Unemployment Rate,2011 August,15 - 24 years,Both sexes,30.4
Seasonally Adjusted Monthly Unemployment Rate,2011 August,15 - 24 years,Male,37.2
Seasonally Adjusted Monthly Unemployment Rate,2011 August,15 - 24 years,Female,22.6
Seasonally Adjusted Monthly Unemployment Rate,2011 August,15 - 74 years,Both sexes,15.6
Seasonally Adjusted Monthly Unemployment Rate,2011 August,15 - 74 years,Male,18.0
Seasonally Adjusted Monthly Unemployment Rate,2011 August,15 - 74 years,Female,12.7
Seasonally Adjusted Monthly Unemployment Rate,2011 August,25 - 74 years,Both sexes,13.4
Seasonally Adjusted Monthly Unemployment Rate,2011 August,25 - 74 years,Male,15.2
Seasonally Adjusted Monthly Unemployment Rate,2011 August,25 - 74 years,Female,11.2
Seasonally Adjusted Monthly Unemployment Rate,2011 September,15 - 24 years,Both sexes,29.9
Seasonally Adjusted Monthly Unemployment Rate,2011 September,15 - 24 years,Male,36.3
Seasonally Adjusted Monthly Unemployment Rate,2011 September,15 - 24 years,Female,22.7
Seasonally Adjusted Monthly Unemployment Rate,2011 September,15 - 74 years,Both sexes,15.7
Seasonally Adjusted Monthly Unemployment Rate,2011 September,15 - 74 years,Male,17.9
Seasonally Adjusted Monthly Unemployment Rate,2011 September,15 - 74 years,Female,13.0
Seasonally Adjusted Monthly Unemployment Rate,2011 September,25 - 74 years,Both sexes,13.5
Seasonally Adjusted Monthly Unemployment Rate,2011 September,25 - 74 years,Male,15.2
Seasonally Adjusted Monthly Unemployment Rate,2011 September,25 - 74 years,Female,11.5
Seasonally Adjusted Monthly Unemployment Rate,2011 October,15 - 24 years,Both sexes,30.4
Seasonally Adjusted Monthly Unemployment Rate,2011 October,15 - 24 years,Male,36.6
Seasonally Adjusted Monthly Unemployment Rate,2011 October,15 - 24 years,Female,23.3
Seasonally Adjusted Monthly Unemployment Rate,2011 October,15 - 74 years,Both sexes,15.6
Seasonally Adjusted Monthly Unemployment Rate,2011 October,15 - 74 years,Male,18.0
Seasonally Adjusted Monthly Unemployment Rate,2011 October,15 - 74 years,Female,12.8
Seasonally Adjusted Monthly Unemployment Rate,2011 October,25 - 74 years,Both sexes,13.4
Seasonally Adjusted Monthly Unemployment Rate,2011 October,25 - 74 years,Male,15.2
Seasonally Adjusted Monthly Unemployment Rate,2011 October,25 - 74 years,Female,11.1
Seasonally Adjusted Monthly Unemployment Rate,2011 November,15 - 24 years,Both sexes,30.9
Seasonally Adjusted Monthly Unemployment Rate,2011 November,15 - 24 years,Male,36.9
Seasonally Adjusted Monthly Unemployment Rate,2011 November,15 - 24 years,Female,24.0
Seasonally Adjusted Monthly Unemployment Rate,2011 November,15 - 74 years,Both sexes,15.8
Seasonally Adjusted Monthly Unemployment Rate,2011 November,15 - 74 years,Male,18.1
Seasonally Adjusted Monthly Unemployment Rate,2011 November,15 - 74 years,Female,13.0
Seasonally Adjusted Monthly Unemployment Rate,2011 November,25 - 74 years,Both sexes,13.5
Seasonally Adjusted Monthly Unemployment Rate,2011 November,25 - 74 years,Male,15.3
Seasonally Adjusted Monthly Unemployment Rate,2011 November,25 - 74 years,Female,11.3
Seasonally Adjusted Monthly Unemployment Rate,2011 December,15 - 24 years,Both sexes,31.4
Seasonally Adjusted Monthly Unemployment Rate,2011 December,15 - 24 years,Male,37.5
Seasonally Adjusted Monthly Unemployment Rate,2011 December,15 - 24 years,Female,24.5
Seasonally Adjusted Monthly Unemployment Rate,2011 December,15 - 74 years,Both sexes,16.2
Seasonally Adjusted Monthly Unemployment Rate,2011 December,15 - 74 years,Male,18.4
Seasonally Adjusted Monthly Unemployment Rate,2011 December,15 - 74 years,Female,13.4
Seasonally Adjusted Monthly Unemployment Rate,2011 December,25 - 74 years,Both sexes,13.8
Seasonally Adjusted Monthly Unemployment Rate,2011 December,25 - 74 years,Male,15.6
Seasonally Adjusted Monthly Unemployment Rate,2011 December,25 - 74 years,Female,11.6
Seasonally Adjusted Monthly Unemployment Rate,2012 January,15 - 24 years,Both sexes,30.4
Seasonally Adjusted Monthly Unemployment Rate,2012 January,15 - 24 years,Male,37.1
Seasonally Adjusted Monthly Unemployment Rate,2012 January,15 - 24 years,Female,23.2
Seasonally Adjusted Monthly Unemployment Rate,2012 January,15 - 74 years,Both sexes,15.6
Seasonally Adjusted Monthly Unemployment Rate,2012 January,15 - 74 years,Male,17.8
Seasonally Adjusted Monthly Unemployment Rate,2012 January,15 - 74 years,Female,13.0
Seasonally Adjusted Monthly Unemployment Rate,2012 January,25 - 74 years,Both sexes,13.4
Seasonally Adjusted Monthly Unemployment Rate,2012 January,25 - 74 years,Male,15.1
Seasonally Adjusted Monthly Unemployment Rate,2012 January,25 - 74 years,Female,11.3
Seasonally Adjusted Monthly Unemployment Rate,2012 February,15 - 24 years,Both sexes,31.8
Seasonally Adjusted Monthly Unemployment Rate,2012 February,15 - 24 years,Male,39.1
Seasonally Adjusted Monthly Unemployment Rate,2012 February,15 - 24 years,Female,24.1
Seasonally Adjusted Monthly Unemployment Rate,2012 February,15 - 74 years,Both sexes,16.1
Seasonally Adjusted Monthly Unemployment Rate,2012 February,15 - 74 years,Male,18.3
Seasonally Adjusted Monthly Unemployment Rate,2012 February,15 - 74 years,Female,13.3
Seasonally Adjusted Monthly Unemployment Rate,2012 February,25 - 74 years,Both sexes,13.7
Seasonally Adjusted Monthly Unemployment Rate,2012 February,25 - 74 years,Male,15.4
Seasonally Adjusted Monthly Unemployment Rate,2012 February,25 - 74 years,Female,11.6
Seasonally Adjusted Monthly Unemployment Rate,2012 March,15 - 24 years,Both sexes,32.0
Seasonally Adjusted Monthly Unemployment Rate,2012 March,15 - 24 years,Male,39.4
Seasonally Adjusted Monthly Unemployment Rate,2012 March,15 - 24 years,Female,24.3
Seasonally Adjusted Monthly Unemployment Rate,2012 March,15 - 74 years,Both sexes,16.1
Seasonally Adjusted Monthly Unemployment Rate,2012 March,15 - 74 years,Male,18.3
Seasonally Adjusted Monthly Unemployment Rate,2012 March,15 - 74 years,Female,13.4
Seasonally Adjusted Monthly Unemployment Rate,2012 March,25 - 74 years,Both sexes,13.7
Seasonally Adjusted Monthly Unemployment Rate,2012 March,25 - 74 years,Male,15.4
Seasonally Adjusted Monthly Unemployment Rate,2012 March,25 - 74 years,Female,11.7
Seasonally Adjusted Monthly Unemployment Rate,2012 April,15 - 24 years,Both sexes,31.6
Seasonally Adjusted Monthly Unemployment Rate,2012 April,15 - 24 years,Male,38.9
Seasonally Adjusted Monthly Unemployment Rate,2012 April,15 - 24 years,Female,23.7
Seasonally Adjusted Monthly Unemployment Rate,2012 April,15 - 74 years,Both sexes,15.7
Seasonally Adjusted Monthly Unemployment Rate,2012 April,15 - 74 years,Male,18.1
Seasonally Adjusted Monthly Unemployment Rate,2012 April,15 - 74 years,Female,12.8
Seasonally Adjusted Monthly Unemployment Rate,2012 April,25 - 74 years,Both sexes,13.3
Seasonally Adjusted Monthly Unemployment Rate,2012 April,25 - 74 years,Male,15.2
Seasonally Adjusted Monthly Unemployment Rate,2012 April,25 - 74 years,Female,11.0
Seasonally Adjusted Monthly Unemployment Rate,2012 May,15 - 24 years,Both sexes,31.3
Seasonally Adjusted Monthly Unemployment Rate,2012 May,15 - 24 years,Male,38.5
Seasonally Adjusted Monthly Unemployment Rate,2012 May,15 - 24 years,Female,23.5
Seasonally Adjusted Monthly Unemployment Rate,2012 May,15 - 74 years,Both sexes,15.5
Seasonally Adjusted Monthly Unemployment Rate,2012 May,15 - 74 years,Male,17.9
