Statistic,Month,NACE.Group,value
Retail Sales Index Volume Adjusted,2016 March,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",105.5
Retail Sales Index Volume Adjusted,2016 March,"Retail sale of electrical goods (4741 to 4743,4754)",104.2
Retail Sales Index Volume Adjusted,2016 March,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",104.4
Retail Sales Index Volume Adjusted,2016 March,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",113.4
Retail Sales Index Volume Adjusted,2016 March,"Other retail sales (4753,4763 to 4765,4776 to 4778)",113.7
Retail Sales Index Volume Adjusted,2016 March,"Retail sale of books, newspapers and stationery (4761,4762)",99.9
Retail Sales Index Volume Adjusted,2016 March,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",105.5
Retail Sales Index Volume Adjusted,2016 April,Motor trades (45),110.8
Retail Sales Index Volume Adjusted,2016 April,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",103.6
Retail Sales Index Volume Adjusted,2016 April,Department stores (4719),95.4
Retail Sales Index Volume Adjusted,2016 April,Retail sale of automotive fuel (4730),99.9
Retail Sales Index Volume Adjusted,2016 April,"Retail sale of hardware, paints and glass (4752)",104.1
Retail Sales Index Volume Adjusted,2016 April,Retail sale of furniture and lighting (4759),109.0
Retail Sales Index Volume Adjusted,2016 April,Bars (5630),102.2
Retail Sales Index Volume Adjusted,2016 April,All retail businesses,107.1
Retail Sales Index Volume Adjusted,2016 April,"Motor trades and automotive fuel (45,4730)",110.3
Retail Sales Index Volume Adjusted,2016 April,"All retail businesses, excluding motor trades and bars",104.0
Retail Sales Index Volume Adjusted,2016 April,"All retail businesses, excluding motor trades",104.0
Retail Sales Index Volume Adjusted,2016 April,"All retail businesses, excluding motor trades, automotive fuel and bars",104.3
Retail Sales Index Volume Adjusted,2016 April,"Retail sale of food (4711,4721 to 4729)",103.2
Retail Sales Index Volume Adjusted,2016 April,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",104.2
Retail Sales Index Volume Adjusted,2016 April,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",102.2
Retail Sales Index Volume Adjusted,2016 April,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",105.4
Retail Sales Index Volume Adjusted,2016 April,"Retail sale of electrical goods (4741 to 4743,4754)",106.9
Retail Sales Index Volume Adjusted,2016 April,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",105.8
Retail Sales Index Volume Adjusted,2016 April,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",109.9
Retail Sales Index Volume Adjusted,2016 April,"Other retail sales (4753,4763 to 4765,4776 to 4778)",108.7
Retail Sales Index Volume Adjusted,2016 April,"Retail sale of books, newspapers and stationery (4761,4762)",100.1
Retail Sales Index Volume Adjusted,2016 April,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",104.7
Retail Sales Index Volume Adjusted,2016 May,Motor trades (45),111.7
Retail Sales Index Volume Adjusted,2016 May,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",103.2
Retail Sales Index Volume Adjusted,2016 May,Department stores (4719),96.5
Retail Sales Index Volume Adjusted,2016 May,Retail sale of automotive fuel (4730),103.3
Retail Sales Index Volume Adjusted,2016 May,"Retail sale of hardware, paints and glass (4752)",105.1
Retail Sales Index Volume Adjusted,2016 May,Retail sale of furniture and lighting (4759),111.3
Retail Sales Index Volume Adjusted,2016 May,Bars (5630),103.8
Retail Sales Index Volume Adjusted,2016 May,All retail businesses,107.2
Retail Sales Index Volume Adjusted,2016 May,"Motor trades and automotive fuel (45,4730)",110.9
Retail Sales Index Volume Adjusted,2016 May,"All retail businesses, excluding motor trades and bars",104.7
Retail Sales Index Volume Adjusted,2016 May,"All retail businesses, excluding motor trades",105.1
Retail Sales Index Volume Adjusted,2016 May,"All retail businesses, excluding motor trades, automotive fuel and bars",104.9
Retail Sales Index Volume Adjusted,2016 May,"Retail sale of food (4711,4721 to 4729)",103.4
Retail Sales Index Volume Adjusted,2016 May,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",105.6
Retail Sales Index Volume Adjusted,2016 May,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",104.0
Retail Sales Index Volume Adjusted,2016 May,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",107.6
Retail Sales Index Volume Adjusted,2016 May,"Retail sale of electrical goods (4741 to 4743,4754)",105.7
Retail Sales Index Volume Adjusted,2016 May,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",105.8
Retail Sales Index Volume Adjusted,2016 May,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",107.9
Retail Sales Index Volume Adjusted,2016 May,"Other retail sales (4753,4763 to 4765,4776 to 4778)",108.1
Retail Sales Index Volume Adjusted,2016 May,"Retail sale of books, newspapers and stationery (4761,4762)",102.1
Retail Sales Index Volume Adjusted,2016 May,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",104.9
Retail Sales Index Volume Adjusted,2016 June,Motor trades (45),107.4
Retail Sales Index Volume Adjusted,2016 June,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",103.2
Retail Sales Index Volume Adjusted,2016 June,Department stores (4719),96.3
Retail Sales Index Volume Adjusted,2016 June,Retail sale of automotive fuel (4730),101.6
Retail Sales Index Volume Adjusted,2016 June,"Retail sale of hardware, paints and glass (4752)",105.2
Retail Sales Index Volume Adjusted,2016 June,Retail sale of furniture and lighting (4759),106.7
Retail Sales Index Volume Adjusted,2016 June,Bars (5630),104.6
Retail Sales Index Volume Adjusted,2016 June,All retail businesses,105.7
Retail Sales Index Volume Adjusted,2016 June,"Motor trades and automotive fuel (45,4730)",104.8
Retail Sales Index Volume Adjusted,2016 June,"All retail businesses, excluding motor trades and bars",104.5
Retail Sales Index Volume Adjusted,2016 June,"All retail businesses, excluding motor trades",104.6
Retail Sales Index Volume Adjusted,2016 June,"All retail businesses, excluding motor trades, automotive fuel and bars",104.7
Retail Sales Index Volume Adjusted,2016 June,"Retail sale of food (4711,4721 to 4729)",103.5
Retail Sales Index Volume Adjusted,2016 June,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",105.8
Retail Sales Index Volume Adjusted,2016 June,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",106.2
Retail Sales Index Volume Adjusted,2016 June,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",108.1
Retail Sales Index Volume Adjusted,2016 June,"Retail sale of electrical goods (4741 to 4743,4754)",110.4
Retail Sales Index Volume Adjusted,2016 June,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",106.3
Retail Sales Index Volume Adjusted,2016 June,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",106.0
Retail Sales Index Volume Adjusted,2016 June,"Other retail sales (4753,4763 to 4765,4776 to 4778)",106.5
Retail Sales Index Volume Adjusted,2016 June,"Retail sale of books, newspapers and stationery (4761,4762)",98.1
Retail Sales Index Volume Adjusted,2016 June,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",104.4
Retail Sales Index Volume Adjusted,2016 July,Motor trades (45),120.3
Retail Sales Index Volume Adjusted,2016 July,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",104.6
Retail Sales Index Volume Adjusted,2016 July,Department stores (4719),95.0
Retail Sales Index Volume Adjusted,2016 July,Retail sale of automotive fuel (4730),100.1
Retail Sales Index Volume Adjusted,2016 July,"Retail sale of hardware, paints and glass (4752)",105.0
Retail Sales Index Volume Adjusted,2016 July,Retail sale of furniture and lighting (4759),114.1
Retail Sales Index Volume Adjusted,2016 July,Bars (5630),103.0
Retail Sales Index Volume Adjusted,2016 July,All retail businesses,109.6
Retail Sales Index Volume Adjusted,2016 July,"Motor trades and automotive fuel (45,4730)",121.5
Retail Sales Index Volume Adjusted,2016 July,"All retail businesses, excluding motor trades and bars",104.0
Retail Sales Index Volume Adjusted,2016 July,"All retail businesses, excluding motor trades",104.0
Retail Sales Index Volume Adjusted,2016 July,"All retail businesses, excluding motor trades, automotive fuel and bars",104.2
Retail Sales Index Volume Adjusted,2016 July,"Retail sale of food (4711,4721 to 4729)",104.3
Retail Sales Index Volume Adjusted,2016 July,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",104.1
Retail Sales Index Volume Adjusted,2016 July,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",102.0
Retail Sales Index Volume Adjusted,2016 July,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",111.5
Retail Sales Index Volume Adjusted,2016 July,"Retail sale of electrical goods (4741 to 4743,4754)",110.6
Retail Sales Index Volume Adjusted,2016 July,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",103.2
Retail Sales Index Volume Adjusted,2016 July,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",102.9
Retail Sales Index Volume Adjusted,2016 July,"Other retail sales (4753,4763 to 4765,4776 to 4778)",103.2
Retail Sales Index Volume Adjusted,2016 July,"Retail sale of books, newspapers and stationery (4761,4762)",96.1
Retail Sales Index Volume Adjusted,2016 July,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",103.2
Retail Sales Index Volume Adjusted,2016 August,Motor trades (45),115.5
Retail Sales Index Volume Adjusted,2016 August,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",104.8
Retail Sales Index Volume Adjusted,2016 August,Department stores (4719),98.1
Retail Sales Index Volume Adjusted,2016 August,Retail sale of automotive fuel (4730),105.9
Retail Sales Index Volume Adjusted,2016 August,"Retail sale of hardware, paints and glass (4752)",109.3
Retail Sales Index Volume Adjusted,2016 August,Retail sale of furniture and lighting (4759),115.2
Retail Sales Index Volume Adjusted,2016 August,Bars (5630),97.4
Retail Sales Index Volume Adjusted,2016 August,All retail businesses,108.2
Retail Sales Index Volume Adjusted,2016 August,"Motor trades and automotive fuel (45,4730)",115.0
Retail Sales Index Volume Adjusted,2016 August,"All retail businesses, excluding motor trades and bars",105.4
Retail Sales Index Volume Adjusted,2016 August,"All retail businesses, excluding motor trades",104.9
Retail Sales Index Volume Adjusted,2016 August,"All retail businesses, excluding motor trades, automotive fuel and bars",105.3
Retail Sales Index Volume Adjusted,2016 August,"Retail sale of food (4711,4721 to 4729)",104.6
Retail Sales Index Volume Adjusted,2016 August,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",106.2
Retail Sales Index Volume Adjusted,2016 August,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",102.2
Retail Sales Index Volume Adjusted,2016 August,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",112.1
Retail Sales Index Volume Adjusted,2016 August,"Retail sale of electrical goods (4741 to 4743,4754)",112.2
Retail Sales Index Volume Adjusted,2016 August,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",106.6
Retail Sales Index Volume Adjusted,2016 August,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",104.0
Retail Sales Index Volume Adjusted,2016 August,"Other retail sales (4753,4763 to 4765,4776 to 4778)",104.8
Retail Sales Index Volume Adjusted,2016 August,"Retail sale of books, newspapers and stationery (4761,4762)",98.6
Retail Sales Index Volume Adjusted,2016 August,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",104.9
Retail Sales Index Volume Adjusted,2016 September,Motor trades (45),111.5
Retail Sales Index Volume Adjusted,2016 September,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",103.9
Retail Sales Index Volume Adjusted,2016 September,Department stores (4719),98.3
Retail Sales Index Volume Adjusted,2016 September,Retail sale of automotive fuel (4730),100.3
Retail Sales Index Volume Adjusted,2016 September,"Retail sale of hardware, paints and glass (4752)",106.1
Retail Sales Index Volume Adjusted,2016 September,Retail sale of furniture and lighting (4759),114.8
Retail Sales Index Volume Adjusted,2016 September,Bars (5630),101.4
Retail Sales Index Volume Adjusted,2016 September,All retail businesses,107.0
Retail Sales Index Volume Adjusted,2016 September,"Motor trades and automotive fuel (45,4730)",111.4
Retail Sales Index Volume Adjusted,2016 September,"All retail businesses, excluding motor trades and bars",104.3
Retail Sales Index Volume Adjusted,2016 September,"All retail businesses, excluding motor trades",103.8
Retail Sales Index Volume Adjusted,2016 September,"All retail businesses, excluding motor trades, automotive fuel and bars",104.5
Retail Sales Index Volume Adjusted,2016 September,"Retail sale of food (4711,4721 to 4729)",103.5
Retail Sales Index Volume Adjusted,2016 September,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",104.6
Retail Sales Index Volume Adjusted,2016 September,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",100.8
Retail Sales Index Volume Adjusted,2016 September,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",112.3
Retail Sales Index Volume Adjusted,2016 September,"Retail sale of electrical goods (4741 to 4743,4754)",114.0
Retail Sales Index Volume Adjusted,2016 September,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",105.1
Retail Sales Index Volume Adjusted,2016 September,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",99.9
Retail Sales Index Volume Adjusted,2016 September,"Other retail sales (4753,4763 to 4765,4776 to 4778)",101.2
Retail Sales Index Volume Adjusted,2016 September,"Retail sale of books, newspapers and stationery (4761,4762)",96.6
Retail Sales Index Volume Adjusted,2016 September,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",105.1
Retail Sales Index Volume Adjusted,2016 October,Motor trades (45),114.7
Retail Sales Index Volume Adjusted,2016 October,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",104.8
Retail Sales Index Volume Adjusted,2016 October,Department stores (4719),99.8
Retail Sales Index Volume Adjusted,2016 October,Retail sale of automotive fuel (4730),102.0
Retail Sales Index Volume Adjusted,2016 October,"Retail sale of hardware, paints and glass (4752)",108.7
Retail Sales Index Volume Adjusted,2016 October,Retail sale of furniture and lighting (4759),116.8
Retail Sales Index Volume Adjusted,2016 October,Bars (5630),104.4
Retail Sales Index Volume Adjusted,2016 October,All retail businesses,107.5
Retail Sales Index Volume Adjusted,2016 October,"Motor trades and automotive fuel (45,4730)",113.0
Retail Sales Index Volume Adjusted,2016 October,"All retail businesses, excluding motor trades and bars",105.1
Retail Sales Index Volume Adjusted,2016 October,"All retail businesses, excluding motor trades",105.0
Retail Sales Index Volume Adjusted,2016 October,"All retail businesses, excluding motor trades, automotive fuel and bars",105.3
Retail Sales Index Volume Adjusted,2016 October,"Retail sale of food (4711,4721 to 4729)",104.4
Retail Sales Index Volume Adjusted,2016 October,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",106.0
Retail Sales Index Volume Adjusted,2016 October,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",100.7
Retail Sales Index Volume Adjusted,2016 October,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",113.2
Retail Sales Index Volume Adjusted,2016 October,"Retail sale of electrical goods (4741 to 4743,4754)",112.8
Retail Sales Index Volume Adjusted,2016 October,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",106.7
Retail Sales Index Volume Adjusted,2016 October,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",105.4
Retail Sales Index Volume Adjusted,2016 October,"Other retail sales (4753,4763 to 4765,4776 to 4778)",106.8
Retail Sales Index Volume Adjusted,2016 October,"Retail sale of books, newspapers and stationery (4761,4762)",94.3
Retail Sales Index Volume Adjusted,2016 October,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",100.4
Retail Sales Index Volume Adjusted,2016 November,Motor trades (45),116.3
Retail Sales Index Volume Adjusted,2016 November,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",103.8
Retail Sales Index Volume Adjusted,2016 November,Department stores (4719),100.4
Retail Sales Index Volume Adjusted,2016 November,Retail sale of automotive fuel (4730),104.8
Retail Sales Index Volume Adjusted,2016 November,"Retail sale of hardware, paints and glass (4752)",115.9
Retail Sales Index Volume Adjusted,2016 November,Retail sale of furniture and lighting (4759),121.1
Retail Sales Index Volume Adjusted,2016 November,Bars (5630),100.6
Retail Sales Index Volume Adjusted,2016 November,All retail businesses,108.4
Retail Sales Index Volume Adjusted,2016 November,"Motor trades and automotive fuel (45,4730)",114.6
Retail Sales Index Volume Adjusted,2016 November,"All retail businesses, excluding motor trades and bars",106.4
Retail Sales Index Volume Adjusted,2016 November,"All retail businesses, excluding motor trades",105.7
Retail Sales Index Volume Adjusted,2016 November,"All retail businesses, excluding motor trades, automotive fuel and bars",106.5
Retail Sales Index Volume Adjusted,2016 November,"Retail sale of food (4711,4721 to 4729)",103.8
Retail Sales Index Volume Adjusted,2016 November,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",108.3
Retail Sales Index Volume Adjusted,2016 November,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",106.1
Retail Sales Index Volume Adjusted,2016 November,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",113.8
Retail Sales Index Volume Adjusted,2016 November,"Retail sale of electrical goods (4741 to 4743,4754)",112.6
Retail Sales Index Volume Adjusted,2016 November,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",106.5
Retail Sales Index Volume Adjusted,2016 November,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",106.3
Retail Sales Index Volume Adjusted,2016 November,"Other retail sales (4753,4763 to 4765,4776 to 4778)",108.6
Retail Sales Index Volume Adjusted,2016 November,"Retail sale of books, newspapers and stationery (4761,4762)",97.0
Retail Sales Index Volume Adjusted,2016 November,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",106.3
Retail Sales Index Volume Adjusted,2016 December,Motor trades (45),119.9
Retail Sales Index Volume Adjusted,2016 December,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",104.9
Retail Sales Index Volume Adjusted,2016 December,Department stores (4719),100.8
Retail Sales Index Volume Adjusted,2016 December,Retail sale of automotive fuel (4730),105.0
Retail Sales Index Volume Adjusted,2016 December,"Retail sale of hardware, paints and glass (4752)",110.4
Retail Sales Index Volume Adjusted,2016 December,Retail sale of furniture and lighting (4759),118.4
Retail Sales Index Volume Adjusted,2016 December,Bars (5630),103.5
Retail Sales Index Volume Adjusted,2016 December,All retail businesses,107.9
Retail Sales Index Volume Adjusted,2016 December,"Motor trades and automotive fuel (45,4730)",117.2
Retail Sales Index Volume Adjusted,2016 December,"All retail businesses, excluding motor trades and bars",105.5
Retail Sales Index Volume Adjusted,2016 December,"All retail businesses, excluding motor trades",105.3
Retail Sales Index Volume Adjusted,2016 December,"All retail businesses, excluding motor trades, automotive fuel and bars",105.7
Retail Sales Index Volume Adjusted,2016 December,"Retail sale of food (4711,4721 to 4729)",104.8
Retail Sales Index Volume Adjusted,2016 December,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",106.7
Retail Sales Index Volume Adjusted,2016 December,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",99.7
Retail Sales Index Volume Adjusted,2016 December,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",112.0
Retail Sales Index Volume Adjusted,2016 December,"Retail sale of electrical goods (4741 to 4743,4754)",111.2
Retail Sales Index Volume Adjusted,2016 December,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",108.0
Retail Sales Index Volume Adjusted,2016 December,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",103.5
Retail Sales Index Volume Adjusted,2016 December,"Other retail sales (4753,4763 to 4765,4776 to 4778)",105.2
Retail Sales Index Volume Adjusted,2016 December,"Retail sale of books, newspapers and stationery (4761,4762)",96.1
Retail Sales Index Volume Adjusted,2016 December,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",106.0
Retail Sales Index Volume Adjusted,2017 January,Motor trades (45),121.8
Retail Sales Index Volume Adjusted,2017 January,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",106.0
Retail Sales Index Volume Adjusted,2017 January,Department stores (4719),103.0
Retail Sales Index Volume Adjusted,2017 January,Retail sale of automotive fuel (4730),104.6
Retail Sales Index Volume Adjusted,2017 January,"Retail sale of hardware, paints and glass (4752)",110.6
Retail Sales Index Volume Adjusted,2017 January,Retail sale of furniture and lighting (4759),124.9
Retail Sales Index Volume Adjusted,2017 January,Bars (5630),112.5
Retail Sales Index Volume Adjusted,2017 January,All retail businesses,112.0
Retail Sales Index Volume Adjusted,2017 January,"Motor trades and automotive fuel (45,4730)",119.7
Retail Sales Index Volume Adjusted,2017 January,"All retail businesses, excluding motor trades and bars",107.0
Retail Sales Index Volume Adjusted,2017 January,"All retail businesses, excluding motor trades",106.9
Retail Sales Index Volume Adjusted,2017 January,"All retail businesses, excluding motor trades, automotive fuel and bars",107.1
Retail Sales Index Volume Adjusted,2017 January,"Retail sale of food (4711,4721 to 4729)",105.9
Retail Sales Index Volume Adjusted,2017 January,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",108.3
Retail Sales Index Volume Adjusted,2017 January,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",104.1
Retail Sales Index Volume Adjusted,2017 January,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",115.4
Retail Sales Index Volume Adjusted,2017 January,"Retail sale of electrical goods (4741 to 4743,4754)",115.9
Retail Sales Index Volume Adjusted,2017 January,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",108.2
Retail Sales Index Volume Adjusted,2017 January,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",105.5
Retail Sales Index Volume Adjusted,2017 January,"Other retail sales (4753,4763 to 4765,4776 to 4778)",107.1
Retail Sales Index Volume Adjusted,2017 January,"Retail sale of books, newspapers and stationery (4761,4762)",97.5
Retail Sales Index Volume Adjusted,2017 January,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",110.1
Retail Sales Index Volume Adjusted,2017 February,Motor trades (45),117.4
Retail Sales Index Volume Adjusted,2017 February,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",107.5
Retail Sales Index Volume Adjusted,2017 February,Department stores (4719),103.0
Retail Sales Index Volume Adjusted,2017 February,Retail sale of automotive fuel (4730),103.4
Retail Sales Index Volume Adjusted,2017 February,"Retail sale of hardware, paints and glass (4752)",112.8
Retail Sales Index Volume Adjusted,2017 February,Retail sale of furniture and lighting (4759),125.1
Retail Sales Index Volume Adjusted,2017 February,Bars (5630),106.8
Retail Sales Index Volume Adjusted,2017 February,All retail businesses,111.3
Retail Sales Index Volume Adjusted,2017 February,"Motor trades and automotive fuel (45,4730)",115.1
Retail Sales Index Volume Adjusted,2017 February,"All retail businesses, excluding motor trades and bars",107.6
Retail Sales Index Volume Adjusted,2017 February,"All retail businesses, excluding motor trades",107.8
Retail Sales Index Volume Adjusted,2017 February,"All retail businesses, excluding motor trades, automotive fuel and bars",107.8
Retail Sales Index Volume Adjusted,2017 February,"Retail sale of food (4711,4721 to 4729)",106.7
Retail Sales Index Volume Adjusted,2017 February,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",108.9
Retail Sales Index Volume Adjusted,2017 February,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",104.1
Retail Sales Index Volume Adjusted,2017 February,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",116.4
Retail Sales Index Volume Adjusted,2017 February,"Retail sale of electrical goods (4741 to 4743,4754)",116.5
Retail Sales Index Volume Adjusted,2017 February,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",109.5
Retail Sales Index Volume Adjusted,2017 February,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",107.9
Retail Sales Index Volume Adjusted,2017 February,"Other retail sales (4753,4763 to 4765,4776 to 4778)",108.8
Retail Sales Index Volume Adjusted,2017 February,"Retail sale of books, newspapers and stationery (4761,4762)",99.3
Retail Sales Index Volume Adjusted,2017 February,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",107.9
Retail Sales Index Volume Adjusted,2017 March,Motor trades (45),116.9
Retail Sales Index Volume Adjusted,2017 March,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",106.8
Retail Sales Index Volume Adjusted,2017 March,Department stores (4719),102.6
Retail Sales Index Volume Adjusted,2017 March,Retail sale of automotive fuel (4730),103.5
Retail Sales Index Volume Adjusted,2017 March,"Retail sale of hardware, paints and glass (4752)",112.0
Retail Sales Index Volume Adjusted,2017 March,Retail sale of furniture and lighting (4759),122.9
Retail Sales Index Volume Adjusted,2017 March,Bars (5630),106.5
Retail Sales Index Volume Adjusted,2017 March,All retail businesses,112.3
Retail Sales Index Volume Adjusted,2017 March,"Motor trades and automotive fuel (45,4730)",116.0
Retail Sales Index Volume Adjusted,2017 March,"All retail businesses, excluding motor trades and bars",108.5
Retail Sales Index Volume Adjusted,2017 March,"All retail businesses, excluding motor trades",108.7
Retail Sales Index Volume Adjusted,2017 March,"All retail businesses, excluding motor trades, automotive fuel and bars",108.8
Retail Sales Index Volume Adjusted,2017 March,"Retail sale of food (4711,4721 to 4729)",106.6
Retail Sales Index Volume Adjusted,2017 March,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",111.2
Retail Sales Index Volume Adjusted,2017 March,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",105.8
Retail Sales Index Volume Adjusted,2017 March,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",117.3
Retail Sales Index Volume Adjusted,2017 March,"Retail sale of electrical goods (4741 to 4743,4754)",117.7
Retail Sales Index Volume Adjusted,2017 March,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",110.4
Retail Sales Index Volume Adjusted,2017 March,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",117.0
Retail Sales Index Volume Adjusted,2017 March,"Other retail sales (4753,4763 to 4765,4776 to 4778)",115.5
Retail Sales Index Volume Adjusted,2017 March,"Retail sale of books, newspapers and stationery (4761,4762)",97.4
Retail Sales Index Volume Adjusted,2017 March,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",108.0
Retail Sales Index Volume Adjusted,2017 April,Motor trades (45),111.4
Retail Sales Index Volume Adjusted,2017 April,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",108.2
Retail Sales Index Volume Adjusted,2017 April,Department stores (4719),105.9
Retail Sales Index Volume Adjusted,2017 April,Retail sale of automotive fuel (4730),102.6
Retail Sales Index Volume Adjusted,2017 April,"Retail sale of hardware, paints and glass (4752)",112.4
Retail Sales Index Volume Adjusted,2017 April,Retail sale of furniture and lighting (4759),129.9
Retail Sales Index Volume Adjusted,2017 April,Bars (5630),109.3
Retail Sales Index Volume Adjusted,2017 April,All retail businesses,109.3
Retail Sales Index Volume Adjusted,2017 April,"Motor trades and automotive fuel (45,4730)",109.4
Retail Sales Index Volume Adjusted,2017 April,"All retail businesses, excluding motor trades and bars",109.1
Retail Sales Index Volume Adjusted,2017 April,"All retail businesses, excluding motor trades",109.2
Retail Sales Index Volume Adjusted,2017 April,"All retail businesses, excluding motor trades, automotive fuel and bars",109.2
Retail Sales Index Volume Adjusted,2017 April,"Retail sale of food (4711,4721 to 4729)",107.5
Retail Sales Index Volume Adjusted,2017 April,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",111.5
Retail Sales Index Volume Adjusted,2017 April,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",101.8
Retail Sales Index Volume Adjusted,2017 April,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",120.9
Retail Sales Index Volume Adjusted,2017 April,"Retail sale of electrical goods (4741 to 4743,4754)",121.7
