Statistic,Month,Industry.Sector.NACE.Rev.2,value
Percentage Change over 12 months in Industrial Producer Index,2018 August,Food products (10),-6.5
Percentage Change over 12 months in Industrial Producer Index,2018 August,Meat and meat products (101),-2.5
Percentage Change over 12 months in Industrial Producer Index,2018 August,"Fish, crustaceans and molluscs (102)",2.9
Percentage Change over 12 months in Industrial Producer Index,2018 August,Fruit and vegetables (103),4.3
Percentage Change over 12 months in Industrial Producer Index,2018 August,"Vegetable, animal oils and fats (104)",-0.1
Percentage Change over 12 months in Industrial Producer Index,2018 August,Dairy products (105),-4.0
Percentage Change over 12 months in Industrial Producer Index,2018 August,"Grain mill and starch products, prepared animal feeds (106,109)",5.8
Percentage Change over 12 months in Industrial Producer Index,2018 August,Bakery and farinaceous products (107),1.5
Percentage Change over 12 months in Industrial Producer Index,2018 August,Other food products (108),-10.7
Percentage Change over 12 months in Industrial Producer Index,2018 August,Manufacture of beverages (11),0.1
Percentage Change over 12 months in Industrial Producer Index,2018 August,Tobacco products (12),
Percentage Change over 12 months in Industrial Producer Index,2018 August,Textiles (13),0.4
Percentage Change over 12 months in Industrial Producer Index,2018 August,Wearing apparel (14),4.4
Percentage Change over 12 months in Industrial Producer Index,2018 August,Leather and related products (15),0.0
Percentage Change over 12 months in Industrial Producer Index,2018 August,"Wood and wood products, except furniture (16)",8.8
Percentage Change over 12 months in Industrial Producer Index,2018 August,Paper and paper products (17),1.9
Percentage Change over 12 months in Industrial Producer Index,2018 August,Printing and reproduction of recorded media (18),2.1
Percentage Change over 12 months in Industrial Producer Index,2018 August,Coke and refined petroleum products (19),
Percentage Change over 12 months in Industrial Producer Index,2018 August,Chemicals and chemical products (20),0.1
Percentage Change over 12 months in Industrial Producer Index,2018 August,Basic pharmaceutical products and preparations (21),
Percentage Change over 12 months in Industrial Producer Index,2018 August,Rubber and plastic products (22),2.0
Percentage Change over 12 months in Industrial Producer Index,2018 August,Other non-metallic mineral products (23),5.8
Percentage Change over 12 months in Industrial Producer Index,2018 August,Basic metals (24),4.8
Percentage Change over 12 months in Industrial Producer Index,2018 August,"Fabricated metal products, except machinery and equipment (25)",5.1
Percentage Change over 12 months in Industrial Producer Index,2018 August,"Computer, electronic and optical products (26)",
Percentage Change over 12 months in Industrial Producer Index,2018 August,Electrical equipment (27),-1.2
Percentage Change over 12 months in Industrial Producer Index,2018 August,Machinery and equipment n.e.c. (28),
Percentage Change over 12 months in Industrial Producer Index,2018 August,"Motor vehicles, trailers and semi-trailers (29)",1.0
Percentage Change over 12 months in Industrial Producer Index,2018 August,Other transport equipment (30),4.8
Percentage Change over 12 months in Industrial Producer Index,2018 August,Furniture (31),5.2
Percentage Change over 12 months in Industrial Producer Index,2018 August,Other manufacturing (32),
Percentage Change over 12 months in Industrial Producer Index,2018 August,Mining and quarrying (05 to 09),-6.5
Percentage Change over 12 months in Industrial Producer Index,2018 August,Transportable goods industries (05 to 33),-0.3
Percentage Change over 12 months in Industrial Producer Index,2018 August,"Food products, beverages and tobacco (10 to 12)",-5.9
Percentage Change over 12 months in Industrial Producer Index,2018 August,"Manufacturing, excluding food (11 to 33)",0.7
Percentage Change over 12 months in Industrial Producer Index,2018 August,Intermediate goods (except energy),
Percentage Change over 12 months in Industrial Producer Index,2018 August,Capital goods,
Percentage Change over 12 months in Industrial Producer Index,2018 August,Durable consumer goods,
Percentage Change over 12 months in Industrial Producer Index,2018 August,Non-durable consumer goods,
Percentage Change over 12 months in Industrial Producer Index,2018 August,Manufacturing industries (home sales),-0.5
Percentage Change over 12 months in Industrial Producer Index,2018 August,Manufacturing industries (export sales),-0.3
Percentage Change over 12 months in Industrial Producer Index,2018 August,Manufacturing industries (10 to 33),-0.3
Percentage Change over 12 months in Industrial Producer Index,2018 August,Repair and installation of machinery and equipment (33),
Percentage Change over 12 months in Industrial Producer Index,2018 August,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",0.7
Percentage Change over 12 months in Industrial Producer Index,2018 September,Food products (10),-7.6
Percentage Change over 12 months in Industrial Producer Index,2018 September,Meat and meat products (101),-2.8
Percentage Change over 12 months in Industrial Producer Index,2018 September,"Fish, crustaceans and molluscs (102)",4.3
Percentage Change over 12 months in Industrial Producer Index,2018 September,Fruit and vegetables (103),4.5
Percentage Change over 12 months in Industrial Producer Index,2018 September,"Vegetable, animal oils and fats (104)",-2.9
Percentage Change over 12 months in Industrial Producer Index,2018 September,Dairy products (105),-5.1
Percentage Change over 12 months in Industrial Producer Index,2018 September,"Grain mill and starch products, prepared animal feeds (106,109)",6.0
Percentage Change over 12 months in Industrial Producer Index,2018 September,Bakery and farinaceous products (107),1.0
Percentage Change over 12 months in Industrial Producer Index,2018 September,Other food products (108),-12.4
Percentage Change over 12 months in Industrial Producer Index,2018 September,Manufacture of beverages (11),-0.1
Percentage Change over 12 months in Industrial Producer Index,2018 September,Tobacco products (12),
Percentage Change over 12 months in Industrial Producer Index,2018 September,Textiles (13),0.9
Percentage Change over 12 months in Industrial Producer Index,2018 September,Wearing apparel (14),4.4
Percentage Change over 12 months in Industrial Producer Index,2018 September,Leather and related products (15),0.0
Percentage Change over 12 months in Industrial Producer Index,2018 September,"Wood and wood products, except furniture (16)",7.8
Percentage Change over 12 months in Industrial Producer Index,2018 September,Paper and paper products (17),1.7
Percentage Change over 12 months in Industrial Producer Index,2018 September,Printing and reproduction of recorded media (18),1.1
Percentage Change over 12 months in Industrial Producer Index,2018 September,Coke and refined petroleum products (19),
Percentage Change over 12 months in Industrial Producer Index,2018 September,Chemicals and chemical products (20),0.0
Percentage Change over 12 months in Industrial Producer Index,2018 September,Basic pharmaceutical products and preparations (21),
Percentage Change over 12 months in Industrial Producer Index,2018 September,Rubber and plastic products (22),1.8
Percentage Change over 12 months in Industrial Producer Index,2018 September,Other non-metallic mineral products (23),3.4
Percentage Change over 12 months in Industrial Producer Index,2018 September,Basic metals (24),3.3
Percentage Change over 12 months in Industrial Producer Index,2018 September,"Fabricated metal products, except machinery and equipment (25)",3.6
Percentage Change over 12 months in Industrial Producer Index,2018 September,"Computer, electronic and optical products (26)",
Percentage Change over 12 months in Industrial Producer Index,2018 September,Electrical equipment (27),1.6
Percentage Change over 12 months in Industrial Producer Index,2018 September,Machinery and equipment n.e.c. (28),
Percentage Change over 12 months in Industrial Producer Index,2018 September,"Motor vehicles, trailers and semi-trailers (29)",0.8
Percentage Change over 12 months in Industrial Producer Index,2018 September,Other transport equipment (30),3.9
Percentage Change over 12 months in Industrial Producer Index,2018 September,Furniture (31),3.9
Percentage Change over 12 months in Industrial Producer Index,2018 September,Other manufacturing (32),
Percentage Change over 12 months in Industrial Producer Index,2018 September,Mining and quarrying (05 to 09),-7.5
Percentage Change over 12 months in Industrial Producer Index,2018 September,Transportable goods industries (05 to 33),0.3
Percentage Change over 12 months in Industrial Producer Index,2018 September,"Food products, beverages and tobacco (10 to 12)",-7.0
Percentage Change over 12 months in Industrial Producer Index,2018 September,"Manufacturing, excluding food (11 to 33)",1.6
Percentage Change over 12 months in Industrial Producer Index,2018 September,Intermediate goods (except energy),
Percentage Change over 12 months in Industrial Producer Index,2018 September,Capital goods,
Percentage Change over 12 months in Industrial Producer Index,2018 September,Durable consumer goods,
Percentage Change over 12 months in Industrial Producer Index,2018 September,Non-durable consumer goods,
Percentage Change over 12 months in Industrial Producer Index,2018 September,Manufacturing industries (home sales),-0.4
Percentage Change over 12 months in Industrial Producer Index,2018 September,Manufacturing industries (export sales),0.3
Percentage Change over 12 months in Industrial Producer Index,2018 September,Manufacturing industries (10 to 33),0.3
Percentage Change over 12 months in Industrial Producer Index,2018 September,Repair and installation of machinery and equipment (33),
Percentage Change over 12 months in Industrial Producer Index,2018 September,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",1.6
Percentage Change over 12 months in Industrial Producer Index,2018 October,Food products (10),-6.2
Percentage Change over 12 months in Industrial Producer Index,2018 October,Meat and meat products (101),-2.4
Percentage Change over 12 months in Industrial Producer Index,2018 October,"Fish, crustaceans and molluscs (102)",3.3
Percentage Change over 12 months in Industrial Producer Index,2018 October,Fruit and vegetables (103),5.7
Percentage Change over 12 months in Industrial Producer Index,2018 October,"Vegetable, animal oils and fats (104)",-1.0
Percentage Change over 12 months in Industrial Producer Index,2018 October,Dairy products (105),-5.5
Percentage Change over 12 months in Industrial Producer Index,2018 October,"Grain mill and starch products, prepared animal feeds (106,109)",5.8
Percentage Change over 12 months in Industrial Producer Index,2018 October,Bakery and farinaceous products (107),2.2
Percentage Change over 12 months in Industrial Producer Index,2018 October,Other food products (108),-10.1
Percentage Change over 12 months in Industrial Producer Index,2018 October,Manufacture of beverages (11),0.0
Percentage Change over 12 months in Industrial Producer Index,2018 October,Tobacco products (12),
Percentage Change over 12 months in Industrial Producer Index,2018 October,Textiles (13),0.7
Percentage Change over 12 months in Industrial Producer Index,2018 October,Wearing apparel (14),4.3
Percentage Change over 12 months in Industrial Producer Index,2018 October,Leather and related products (15),0.0
Percentage Change over 12 months in Industrial Producer Index,2018 October,"Wood and wood products, except furniture (16)",9.4
Percentage Change over 12 months in Industrial Producer Index,2018 October,Paper and paper products (17),1.9
Percentage Change over 12 months in Industrial Producer Index,2018 October,Printing and reproduction of recorded media (18),3.0
Percentage Change over 12 months in Industrial Producer Index,2018 October,Coke and refined petroleum products (19),
Percentage Change over 12 months in Industrial Producer Index,2018 October,Chemicals and chemical products (20),0.2
Percentage Change over 12 months in Industrial Producer Index,2018 October,Basic pharmaceutical products and preparations (21),
Percentage Change over 12 months in Industrial Producer Index,2018 October,Rubber and plastic products (22),2.2
Percentage Change over 12 months in Industrial Producer Index,2018 October,Other non-metallic mineral products (23),6.4
Percentage Change over 12 months in Industrial Producer Index,2018 October,Basic metals (24),4.2
Percentage Change over 12 months in Industrial Producer Index,2018 October,"Fabricated metal products, except machinery and equipment (25)",4.7
Percentage Change over 12 months in Industrial Producer Index,2018 October,"Computer, electronic and optical products (26)",
Percentage Change over 12 months in Industrial Producer Index,2018 October,Electrical equipment (27),1.5
Percentage Change over 12 months in Industrial Producer Index,2018 October,Machinery and equipment n.e.c. (28),
Percentage Change over 12 months in Industrial Producer Index,2018 October,"Motor vehicles, trailers and semi-trailers (29)",0.9
Percentage Change over 12 months in Industrial Producer Index,2018 October,Other transport equipment (30),3.9
Percentage Change over 12 months in Industrial Producer Index,2018 October,Furniture (31),2.8
Percentage Change over 12 months in Industrial Producer Index,2018 October,Other manufacturing (32),
Percentage Change over 12 months in Industrial Producer Index,2018 October,Mining and quarrying (05 to 09),-6.0
Percentage Change over 12 months in Industrial Producer Index,2018 October,Transportable goods industries (05 to 33),1.8
Percentage Change over 12 months in Industrial Producer Index,2018 October,"Food products, beverages and tobacco (10 to 12)",-5.6
Percentage Change over 12 months in Industrial Producer Index,2018 October,"Manufacturing, excluding food (11 to 33)",3.1
Percentage Change over 12 months in Industrial Producer Index,2018 October,Intermediate goods (except energy),
Percentage Change over 12 months in Industrial Producer Index,2018 October,Capital goods,
Percentage Change over 12 months in Industrial Producer Index,2018 October,Durable consumer goods,
Percentage Change over 12 months in Industrial Producer Index,2018 October,Non-durable consumer goods,
Percentage Change over 12 months in Industrial Producer Index,2018 October,Manufacturing industries (home sales),-0.3
Percentage Change over 12 months in Industrial Producer Index,2018 October,Manufacturing industries (export sales),2.0
Percentage Change over 12 months in Industrial Producer Index,2018 October,Manufacturing industries (10 to 33),1.9
Percentage Change over 12 months in Industrial Producer Index,2018 October,Repair and installation of machinery and equipment (33),
Percentage Change over 12 months in Industrial Producer Index,2018 October,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",3.3
Percentage Change over 12 months in Industrial Producer Index,2018 November,Food products (10),-4.3
Percentage Change over 12 months in Industrial Producer Index,2018 November,Meat and meat products (101),-1.1
Percentage Change over 12 months in Industrial Producer Index,2018 November,"Fish, crustaceans and molluscs (102)",6.9
Percentage Change over 12 months in Industrial Producer Index,2018 November,Fruit and vegetables (103),6.3
Percentage Change over 12 months in Industrial Producer Index,2018 November,"Vegetable, animal oils and fats (104)",-0.1
Percentage Change over 12 months in Industrial Producer Index,2018 November,Dairy products (105),-10.6
Percentage Change over 12 months in Industrial Producer Index,2018 November,"Grain mill and starch products, prepared animal feeds (106,109)",6.1
Percentage Change over 12 months in Industrial Producer Index,2018 November,Bakery and farinaceous products (107),2.5
Percentage Change over 12 months in Industrial Producer Index,2018 November,Other food products (108),-6.1
Percentage Change over 12 months in Industrial Producer Index,2018 November,Manufacture of beverages (11),0.1
Percentage Change over 12 months in Industrial Producer Index,2018 November,Tobacco products (12),
Percentage Change over 12 months in Industrial Producer Index,2018 November,Textiles (13),0.7
Percentage Change over 12 months in Industrial Producer Index,2018 November,Wearing apparel (14),4.3
Percentage Change over 12 months in Industrial Producer Index,2018 November,Leather and related products (15),0.0
Percentage Change over 12 months in Industrial Producer Index,2018 November,"Wood and wood products, except furniture (16)",9.1
Percentage Change over 12 months in Industrial Producer Index,2018 November,Paper and paper products (17),2.2
Percentage Change over 12 months in Industrial Producer Index,2018 November,Printing and reproduction of recorded media (18),3.2
Percentage Change over 12 months in Industrial Producer Index,2018 November,Coke and refined petroleum products (19),
Percentage Change over 12 months in Industrial Producer Index,2018 November,Chemicals and chemical products (20),-0.4
Percentage Change over 12 months in Industrial Producer Index,2018 November,Basic pharmaceutical products and preparations (21),
Percentage Change over 12 months in Industrial Producer Index,2018 November,Rubber and plastic products (22),2.0
Percentage Change over 12 months in Industrial Producer Index,2018 November,Other non-metallic mineral products (23),7.1
Percentage Change over 12 months in Industrial Producer Index,2018 November,Basic metals (24),2.1
Percentage Change over 12 months in Industrial Producer Index,2018 November,"Fabricated metal products, except machinery and equipment (25)",5.1
Percentage Change over 12 months in Industrial Producer Index,2018 November,"Computer, electronic and optical products (26)",
Percentage Change over 12 months in Industrial Producer Index,2018 November,Electrical equipment (27),2.1
Percentage Change over 12 months in Industrial Producer Index,2018 November,Machinery and equipment n.e.c. (28),
Percentage Change over 12 months in Industrial Producer Index,2018 November,"Motor vehicles, trailers and semi-trailers (29)",0.2
Percentage Change over 12 months in Industrial Producer Index,2018 November,Other transport equipment (30),0.3
Percentage Change over 12 months in Industrial Producer Index,2018 November,Furniture (31),2.8
Percentage Change over 12 months in Industrial Producer Index,2018 November,Other manufacturing (32),
Percentage Change over 12 months in Industrial Producer Index,2018 November,Mining and quarrying (05 to 09),-4.7
Percentage Change over 12 months in Industrial Producer Index,2018 November,Transportable goods industries (05 to 33),3.1
Percentage Change over 12 months in Industrial Producer Index,2018 November,"Food products, beverages and tobacco (10 to 12)",-4.0
Percentage Change over 12 months in Industrial Producer Index,2018 November,"Manufacturing, excluding food (11 to 33)",4.3
Percentage Change over 12 months in Industrial Producer Index,2018 November,Intermediate goods (except energy),
Percentage Change over 12 months in Industrial Producer Index,2018 November,Capital goods,
Percentage Change over 12 months in Industrial Producer Index,2018 November,Durable consumer goods,
Percentage Change over 12 months in Industrial Producer Index,2018 November,Non-durable consumer goods,
Percentage Change over 12 months in Industrial Producer Index,2018 November,Manufacturing industries (home sales),1.7
Percentage Change over 12 months in Industrial Producer Index,2018 November,Manufacturing industries (export sales),3.3
Percentage Change over 12 months in Industrial Producer Index,2018 November,Manufacturing industries (10 to 33),3.1
Percentage Change over 12 months in Industrial Producer Index,2018 November,Repair and installation of machinery and equipment (33),
Percentage Change over 12 months in Industrial Producer Index,2018 November,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",4.5
Percentage Change over 12 months in Industrial Producer Index,2018 December,Food products (10),-4.7
Percentage Change over 12 months in Industrial Producer Index,2018 December,Meat and meat products (101),-1.7
Percentage Change over 12 months in Industrial Producer Index,2018 December,"Fish, crustaceans and molluscs (102)",7.7
Percentage Change over 12 months in Industrial Producer Index,2018 December,Fruit and vegetables (103),5.5
Percentage Change over 12 months in Industrial Producer Index,2018 December,"Vegetable, animal oils and fats (104)",-3.1
Percentage Change over 12 months in Industrial Producer Index,2018 December,Dairy products (105),-12.2
Percentage Change over 12 months in Industrial Producer Index,2018 December,"Grain mill and starch products, prepared animal feeds (106,109)",6.0
Percentage Change over 12 months in Industrial Producer Index,2018 December,Bakery and farinaceous products (107),1.8
Percentage Change over 12 months in Industrial Producer Index,2018 December,Other food products (108),-6.2
Percentage Change over 12 months in Industrial Producer Index,2018 December,Manufacture of beverages (11),-0.1
Percentage Change over 12 months in Industrial Producer Index,2018 December,Tobacco products (12),
Percentage Change over 12 months in Industrial Producer Index,2018 December,Textiles (13),0.7
Percentage Change over 12 months in Industrial Producer Index,2018 December,Wearing apparel (14),4.3
Percentage Change over 12 months in Industrial Producer Index,2018 December,Leather and related products (15),0.0
Percentage Change over 12 months in Industrial Producer Index,2018 December,"Wood and wood products, except furniture (16)",8.2
Percentage Change over 12 months in Industrial Producer Index,2018 December,Paper and paper products (17),1.4
Percentage Change over 12 months in Industrial Producer Index,2018 December,Printing and reproduction of recorded media (18),-0.3
Percentage Change over 12 months in Industrial Producer Index,2018 December,Coke and refined petroleum products (19),
Percentage Change over 12 months in Industrial Producer Index,2018 December,Chemicals and chemical products (20),-0.3
Percentage Change over 12 months in Industrial Producer Index,2018 December,Basic pharmaceutical products and preparations (21),
Percentage Change over 12 months in Industrial Producer Index,2018 December,Rubber and plastic products (22),1.3
Percentage Change over 12 months in Industrial Producer Index,2018 December,Other non-metallic mineral products (23),6.9
Percentage Change over 12 months in Industrial Producer Index,2018 December,Basic metals (24),0.7
Percentage Change over 12 months in Industrial Producer Index,2018 December,"Fabricated metal products, except machinery and equipment (25)",3.7
Percentage Change over 12 months in Industrial Producer Index,2018 December,"Computer, electronic and optical products (26)",
Percentage Change over 12 months in Industrial Producer Index,2018 December,Electrical equipment (27),1.4
Percentage Change over 12 months in Industrial Producer Index,2018 December,Machinery and equipment n.e.c. (28),
Percentage Change over 12 months in Industrial Producer Index,2018 December,"Motor vehicles, trailers and semi-trailers (29)",0.1
Percentage Change over 12 months in Industrial Producer Index,2018 December,Other transport equipment (30),0.3
Percentage Change over 12 months in Industrial Producer Index,2018 December,Furniture (31),2.8
Percentage Change over 12 months in Industrial Producer Index,2018 December,Other manufacturing (32),
Percentage Change over 12 months in Industrial Producer Index,2018 December,Mining and quarrying (05 to 09),-5.0
Percentage Change over 12 months in Industrial Producer Index,2018 December,Transportable goods industries (05 to 33),-2.3
Percentage Change over 12 months in Industrial Producer Index,2018 December,"Food products, beverages and tobacco (10 to 12)",-4.4
Percentage Change over 12 months in Industrial Producer Index,2018 December,"Manufacturing, excluding food (11 to 33)",-1.8
Percentage Change over 12 months in Industrial Producer Index,2018 December,Intermediate goods (except energy),
Percentage Change over 12 months in Industrial Producer Index,2018 December,Capital goods,
Percentage Change over 12 months in Industrial Producer Index,2018 December,Durable consumer goods,
Percentage Change over 12 months in Industrial Producer Index,2018 December,Non-durable consumer goods,
Percentage Change over 12 months in Industrial Producer Index,2018 December,Manufacturing industries (home sales),2.0
Percentage Change over 12 months in Industrial Producer Index,2018 December,Manufacturing industries (export sales),-2.4
Percentage Change over 12 months in Industrial Producer Index,2018 December,Manufacturing industries (10 to 33),-2.3
Percentage Change over 12 months in Industrial Producer Index,2018 December,Repair and installation of machinery and equipment (33),
Percentage Change over 12 months in Industrial Producer Index,2018 December,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",-1.9
Percentage Change over 12 months in Industrial Producer Index,2019 January,Food products (10),-0.3
Percentage Change over 12 months in Industrial Producer Index,2019 January,Meat and meat products (101),2.0
Percentage Change over 12 months in Industrial Producer Index,2019 January,"Fish, crustaceans and molluscs (102)",9.1
Percentage Change over 12 months in Industrial Producer Index,2019 January,Fruit and vegetables (103),7.0
Percentage Change over 12 months in Industrial Producer Index,2019 January,"Vegetable, animal oils and fats (104)",-1.6
Percentage Change over 12 months in Industrial Producer Index,2019 January,Dairy products (105),-14.1
Percentage Change over 12 months in Industrial Producer Index,2019 January,"Grain mill and starch products, prepared animal feeds (106,109)",6.1
Percentage Change over 12 months in Industrial Producer Index,2019 January,Bakery and farinaceous products (107),2.2
Percentage Change over 12 months in Industrial Producer Index,2019 January,Other food products (108),0.5
Percentage Change over 12 months in Industrial Producer Index,2019 January,Manufacture of beverages (11),0.0
Percentage Change over 12 months in Industrial Producer Index,2019 January,Tobacco products (12),
Percentage Change over 12 months in Industrial Producer Index,2019 January,Textiles (13),0.8
Percentage Change over 12 months in Industrial Producer Index,2019 January,Wearing apparel (14),6.5
Percentage Change over 12 months in Industrial Producer Index,2019 January,Leather and related products (15),0.0
Percentage Change over 12 months in Industrial Producer Index,2019 January,"Wood and wood products, except furniture (16)",8.7
Percentage Change over 12 months in Industrial Producer Index,2019 January,Paper and paper products (17),1.8
Percentage Change over 12 months in Industrial Producer Index,2019 January,Printing and reproduction of recorded media (18),0.3
Percentage Change over 12 months in Industrial Producer Index,2019 January,Coke and refined petroleum products (19),
Percentage Change over 12 months in Industrial Producer Index,2019 January,Chemicals and chemical products (20),-0.2
Percentage Change over 12 months in Industrial Producer Index,2019 January,Basic pharmaceutical products and preparations (21),
Percentage Change over 12 months in Industrial Producer Index,2019 January,Rubber and plastic products (22),1.5
Percentage Change over 12 months in Industrial Producer Index,2019 January,Other non-metallic mineral products (23),6.5
Percentage Change over 12 months in Industrial Producer Index,2019 January,Basic metals (24),0.0
Percentage Change over 12 months in Industrial Producer Index,2019 January,"Fabricated metal products, except machinery and equipment (25)",4.2
Percentage Change over 12 months in Industrial Producer Index,2019 January,"Computer, electronic and optical products (26)",
Percentage Change over 12 months in Industrial Producer Index,2019 January,Electrical equipment (27),3.4
Percentage Change over 12 months in Industrial Producer Index,2019 January,Machinery and equipment n.e.c. (28),
Percentage Change over 12 months in Industrial Producer Index,2019 January,"Motor vehicles, trailers and semi-trailers (29)",-3.0
Percentage Change over 12 months in Industrial Producer Index,2019 January,Other transport equipment (30),-0.9
Percentage Change over 12 months in Industrial Producer Index,2019 January,Furniture (31),0.2
Percentage Change over 12 months in Industrial Producer Index,2019 January,Other manufacturing (32),
Percentage Change over 12 months in Industrial Producer Index,2019 January,Mining and quarrying (05 to 09),-7.0
Percentage Change over 12 months in Industrial Producer Index,2019 January,Transportable goods industries (05 to 33),0.0
Percentage Change over 12 months in Industrial Producer Index,2019 January,"Food products, beverages and tobacco (10 to 12)",-0.4
Percentage Change over 12 months in Industrial Producer Index,2019 January,"Manufacturing, excluding food (11 to 33)",0.2
Percentage Change over 12 months in Industrial Producer Index,2019 January,Intermediate goods (except energy),
Percentage Change over 12 months in Industrial Producer Index,2019 January,Capital goods,
Percentage Change over 12 months in Industrial Producer Index,2019 January,Durable consumer goods,
Percentage Change over 12 months in Industrial Producer Index,2019 January,Non-durable consumer goods,
Percentage Change over 12 months in Industrial Producer Index,2019 January,Manufacturing industries (home sales),2.7
Percentage Change over 12 months in Industrial Producer Index,2019 January,Manufacturing industries (export sales),0.0
Percentage Change over 12 months in Industrial Producer Index,2019 January,Manufacturing industries (10 to 33),0.1
Percentage Change over 12 months in Industrial Producer Index,2019 January,Repair and installation of machinery and equipment (33),
Percentage Change over 12 months in Industrial Producer Index,2019 January,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",0.2
Percentage Change over 12 months in Industrial Producer Index,2019 February,Food products (10),1.2
Percentage Change over 12 months in Industrial Producer Index,2019 February,Meat and meat products (101),0.0
Percentage Change over 12 months in Industrial Producer Index,2019 February,"Fish, crustaceans and molluscs (102)",8.0
Percentage Change over 12 months in Industrial Producer Index,2019 February,Fruit and vegetables (103),4.9
Percentage Change over 12 months in Industrial Producer Index,2019 February,"Vegetable, animal oils and fats (104)",-0.6
Percentage Change over 12 months in Industrial Producer Index,2019 February,Dairy products (105),-11.9
Percentage Change over 12 months in Industrial Producer Index,2019 February,"Grain mill and starch products, prepared animal feeds (106,109)",5.5
Percentage Change over 12 months in Industrial Producer Index,2019 February,Bakery and farinaceous products (107),2.3
Percentage Change over 12 months in Industrial Producer Index,2019 February,Other food products (108),3.8
Percentage Change over 12 months in Industrial Producer Index,2019 February,Manufacture of beverages (11),0.1
Percentage Change over 12 months in Industrial Producer Index,2019 February,Tobacco products (12),
Percentage Change over 12 months in Industrial Producer Index,2019 February,Textiles (13),0.9
Percentage Change over 12 months in Industrial Producer Index,2019 February,Wearing apparel (14),2.2
Percentage Change over 12 months in Industrial Producer Index,2019 February,Leather and related products (15),0.0
Percentage Change over 12 months in Industrial Producer Index,2019 February,"Wood and wood products, except furniture (16)",7.7
Percentage Change over 12 months in Industrial Producer Index,2019 February,Paper and paper products (17),1.8
Percentage Change over 12 months in Industrial Producer Index,2019 February,Printing and reproduction of recorded media (18),0.4
Percentage Change over 12 months in Industrial Producer Index,2019 February,Coke and refined petroleum products (19),
Percentage Change over 12 months in Industrial Producer Index,2019 February,Chemicals and chemical products (20),0.1
Percentage Change over 12 months in Industrial Producer Index,2019 February,Basic pharmaceutical products and preparations (21),
Percentage Change over 12 months in Industrial Producer Index,2019 February,Rubber and plastic products (22),1.9
Percentage Change over 12 months in Industrial Producer Index,2019 February,Other non-metallic mineral products (23),6.8
Percentage Change over 12 months in Industrial Producer Index,2019 February,Basic metals (24),-0.2
Percentage Change over 12 months in Industrial Producer Index,2019 February,"Fabricated metal products, except machinery and equipment (25)",4.6
Percentage Change over 12 months in Industrial Producer Index,2019 February,"Computer, electronic and optical products (26)",
Percentage Change over 12 months in Industrial Producer Index,2019 February,Electrical equipment (27),10.2
Percentage Change over 12 months in Industrial Producer Index,2019 February,Machinery and equipment n.e.c. (28),
Percentage Change over 12 months in Industrial Producer Index,2019 February,"Motor vehicles, trailers and semi-trailers (29)",-2.6
Percentage Change over 12 months in Industrial Producer Index,2019 February,Other transport equipment (30),1.4
Percentage Change over 12 months in Industrial Producer Index,2019 February,Furniture (31),-0.3
Percentage Change over 12 months in Industrial Producer Index,2019 February,Other manufacturing (32),
Percentage Change over 12 months in Industrial Producer Index,2019 February,Mining and quarrying (05 to 09),-4.3
Percentage Change over 12 months in Industrial Producer Index,2019 February,Transportable goods industries (05 to 33),0.1
Percentage Change over 12 months in Industrial Producer Index,2019 February,"Food products, beverages and tobacco (10 to 12)",1.0
Percentage Change over 12 months in Industrial Producer Index,2019 February,"Manufacturing, excluding food (11 to 33)",0.0
Percentage Change over 12 months in Industrial Producer Index,2019 February,Intermediate goods (except energy),
Percentage Change over 12 months in Industrial Producer Index,2019 February,Capital goods,
Percentage Change over 12 months in Industrial Producer Index,2019 February,Durable consumer goods,
Percentage Change over 12 months in Industrial Producer Index,2019 February,Non-durable consumer goods,
Percentage Change over 12 months in Industrial Producer Index,2019 February,Manufacturing industries (home sales),3.3
Percentage Change over 12 months in Industrial Producer Index,2019 February,Manufacturing industries (export sales),-0.1
Percentage Change over 12 months in Industrial Producer Index,2019 February,Manufacturing industries (10 to 33),0.1
Percentage Change over 12 months in Industrial Producer Index,2019 February,Repair and installation of machinery and equipment (33),
Percentage Change over 12 months in Industrial Producer Index,2019 February,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",0.0
Percentage Change over 12 months in Industrial Producer Index,2019 March,Food products (10),1.6
Percentage Change over 12 months in Industrial Producer Index,2019 March,Meat and meat products (101),-0.2
Percentage Change over 12 months in Industrial Producer Index,2019 March,"Fish, crustaceans and molluscs (102)",9.7
Percentage Change over 12 months in Industrial Producer Index,2019 March,Fruit and vegetables (103),3.5
Percentage Change over 12 months in Industrial Producer Index,2019 March,"Vegetable, animal oils and fats (104)",1.4
Percentage Change over 12 months in Industrial Producer Index,2019 March,Dairy products (105),-7.9
Percentage Change over 12 months in Industrial Producer Index,2019 March,"Grain mill and starch products, prepared animal feeds (106,109)",5.0
Percentage Change over 12 months in Industrial Producer Index,2019 March,Bakery and farinaceous products (107),2.4
