Statistic,Quarter,Sectors,value
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q1,Modified Final Domestic Demand,-2.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q2,Personal Expenditure on Consumer Goods and Services,0.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q2,Net Expenditure by Central and Local Govt. on Current Goods and Services,-3.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q2,Gross Domestic Fixed Capital Formation,5.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q2,Exports of Goods and Services (excluding Factor Income Flows),3.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q2,Imports of Goods and Services (excluding Factor Income Flows),4.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q2,Gross Domestic Product at Market Prices,0.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q2,Gross National Product at Market Prices,0.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q2,Modified Final Domestic Demand,1.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q3,Personal Expenditure on Consumer Goods and Services,0.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q3,Net Expenditure by Central and Local Govt. on Current Goods and Services,-1.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q3,Gross Domestic Fixed Capital Formation,-10.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q3,Exports of Goods and Services (excluding Factor Income Flows),1.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q3,Imports of Goods and Services (excluding Factor Income Flows),2.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q3,Gross Domestic Product at Market Prices,0.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q3,Gross National Product at Market Prices,2.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q3,Modified Final Domestic Demand,-1.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q4,Personal Expenditure on Consumer Goods and Services,-1.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q4,Net Expenditure by Central and Local Govt. on Current Goods and Services,3.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q4,Gross Domestic Fixed Capital Formation,6.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q4,Exports of Goods and Services (excluding Factor Income Flows),-0.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q4,Imports of Goods and Services (excluding Factor Income Flows),1.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q4,Gross Domestic Product at Market Prices,-0.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q4,Gross National Product at Market Prices,3.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2010Q4,Modified Final Domestic Demand,-1.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q1,Personal Expenditure on Consumer Goods and Services,-0.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q1,Net Expenditure by Central and Local Govt. on Current Goods and Services,3.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q1,Gross Domestic Fixed Capital Formation,-5.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q1,Exports of Goods and Services (excluding Factor Income Flows),3.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q1,Imports of Goods and Services (excluding Factor Income Flows),0.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q1,Gross Domestic Product at Market Prices,0.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q1,Gross National Product at Market Prices,-6.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q1,Modified Final Domestic Demand,-0.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q2,Personal Expenditure on Consumer Goods and Services,-0.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q2,Net Expenditure by Central and Local Govt. on Current Goods and Services,2.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q2,Gross Domestic Fixed Capital Formation,15.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q2,Exports of Goods and Services (excluding Factor Income Flows),-0.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q2,Imports of Goods and Services (excluding Factor Income Flows),-0.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q2,Gross Domestic Product at Market Prices,1.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q2,Gross National Product at Market Prices,1.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q2,Modified Final Domestic Demand,0.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q3,Personal Expenditure on Consumer Goods and Services,-1.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q3,Net Expenditure by Central and Local Govt. on Current Goods and Services,-1.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q3,Gross Domestic Fixed Capital Formation,-13.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q3,Exports of Goods and Services (excluding Factor Income Flows),-1.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q3,Imports of Goods and Services (excluding Factor Income Flows),-0.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q3,Gross Domestic Product at Market Prices,-1.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q3,Gross National Product at Market Prices,-1.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q3,Modified Final Domestic Demand,-2.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q4,Personal Expenditure on Consumer Goods and Services,0.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q4,Net Expenditure by Central and Local Govt. on Current Goods and Services,-3.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q4,Gross Domestic Fixed Capital Formation,1.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q4,Exports of Goods and Services (excluding Factor Income Flows),1.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q4,Imports of Goods and Services (excluding Factor Income Flows),0.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q4,Gross Domestic Product at Market Prices,0.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q4,Gross National Product at Market Prices,0.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2011Q4,Modified Final Domestic Demand,1.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q1,Personal Expenditure on Consumer Goods and Services,-1.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q1,Net Expenditure by Central and Local Govt. on Current Goods and Services,-1.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q1,Gross Domestic Fixed Capital Formation,16.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q1,Exports of Goods and Services (excluding Factor Income Flows),-2.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q1,Imports of Goods and Services (excluding Factor Income Flows),-0.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q1,Gross Domestic Product at Market Prices,-0.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q1,Gross National Product at Market Prices,-2.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q1,Modified Final Domestic Demand,0.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q2,Personal Expenditure on Consumer Goods and Services,0.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q2,Net Expenditure by Central and Local Govt. on Current Goods and Services,-1.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q2,Gross Domestic Fixed Capital Formation,23.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q2,Exports of Goods and Services (excluding Factor Income Flows),1.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q2,Imports of Goods and Services (excluding Factor Income Flows),-0.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q2,Gross Domestic Product at Market Prices,2.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q2,Gross National Product at Market Prices,4.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q2,Modified Final Domestic Demand,-1.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q3,Personal Expenditure on Consumer Goods and Services,1.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q3,Net Expenditure by Central and Local Govt. on Current Goods and Services,-0.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q3,Gross Domestic Fixed Capital Formation,-24.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q3,Exports of Goods and Services (excluding Factor Income Flows),0.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q3,Imports of Goods and Services (excluding Factor Income Flows),-0.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q3,Gross Domestic Product at Market Prices,-1.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q3,Gross National Product at Market Prices,-2.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q3,Modified Final Domestic Demand,1.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q4,Personal Expenditure on Consumer Goods and Services,-0.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q4,Net Expenditure by Central and Local Govt. on Current Goods and Services,-1.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q4,Gross Domestic Fixed Capital Formation,-5.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q4,Exports of Goods and Services (excluding Factor Income Flows),3.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q4,Imports of Goods and Services (excluding Factor Income Flows),-1.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q4,Gross Domestic Product at Market Prices,0.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q4,Gross National Product at Market Prices,1.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2012Q4,Modified Final Domestic Demand,-0.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q1,Personal Expenditure on Consumer Goods and Services,-1.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q1,Net Expenditure by Central and Local Govt. on Current Goods and Services,-1.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q1,Gross Domestic Fixed Capital Formation,10.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q1,Exports of Goods and Services (excluding Factor Income Flows),-4.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q1,Imports of Goods and Services (excluding Factor Income Flows),0.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q1,Gross Domestic Product at Market Prices,-1.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q1,Gross National Product at Market Prices,1.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q1,Modified Final Domestic Demand,-0.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q2,Personal Expenditure on Consumer Goods and Services,0.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q2,Net Expenditure by Central and Local Govt. on Current Goods and Services,0.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q2,Gross Domestic Fixed Capital Formation,-5.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q2,Exports of Goods and Services (excluding Factor Income Flows),5.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q2,Imports of Goods and Services (excluding Factor Income Flows),0.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q2,Gross Domestic Product at Market Prices,3.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q2,Gross National Product at Market Prices,1.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q2,Modified Final Domestic Demand,0.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q3,Personal Expenditure on Consumer Goods and Services,1.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q3,Net Expenditure by Central and Local Govt. on Current Goods and Services,5.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q3,Gross Domestic Fixed Capital Formation,12.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q3,Exports of Goods and Services (excluding Factor Income Flows),0.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q3,Imports of Goods and Services (excluding Factor Income Flows),1.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q3,Gross Domestic Product at Market Prices,2.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q3,Gross National Product at Market Prices,3.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q3,Modified Final Domestic Demand,4.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q4,Personal Expenditure on Consumer Goods and Services,0.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q4,Net Expenditure by Central and Local Govt. on Current Goods and Services,0.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q4,Gross Domestic Fixed Capital Formation,-5.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q4,Exports of Goods and Services (excluding Factor Income Flows),0.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q4,Imports of Goods and Services (excluding Factor Income Flows),-1.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q4,Gross Domestic Product at Market Prices,-0.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q4,Gross National Product at Market Prices,2.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2013Q4,Modified Final Domestic Demand,1.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q1,Personal Expenditure on Consumer Goods and Services,0.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q1,Net Expenditure by Central and Local Govt. on Current Goods and Services,0.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q1,Gross Domestic Fixed Capital Formation,16.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q1,Exports of Goods and Services (excluding Factor Income Flows),4.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q1,Imports of Goods and Services (excluding Factor Income Flows),7.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q1,Gross Domestic Product at Market Prices,3.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q1,Gross National Product at Market Prices,1.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q1,Modified Final Domestic Demand,-0.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q2,Personal Expenditure on Consumer Goods and Services,1.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q2,Net Expenditure by Central and Local Govt. on Current Goods and Services,2.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q2,Gross Domestic Fixed Capital Formation,-2.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q2,Exports of Goods and Services (excluding Factor Income Flows),7.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q2,Imports of Goods and Services (excluding Factor Income Flows),4.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q2,Gross Domestic Product at Market Prices,4.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q2,Gross National Product at Market Prices,4.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q2,Modified Final Domestic Demand,1.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q3,Personal Expenditure on Consumer Goods and Services,0.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q3,Net Expenditure by Central and Local Govt. on Current Goods and Services,-2.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q3,Gross Domestic Fixed Capital Formation,10.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q3,Exports of Goods and Services (excluding Factor Income Flows),4.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q3,Imports of Goods and Services (excluding Factor Income Flows),7.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q3,Gross Domestic Product at Market Prices,0.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q3,Gross National Product at Market Prices,0.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q3,Modified Final Domestic Demand,0.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q4,Personal Expenditure on Consumer Goods and Services,1.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q4,Net Expenditure by Central and Local Govt. on Current Goods and Services,-1.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q4,Gross Domestic Fixed Capital Formation,-4.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q4,Exports of Goods and Services (excluding Factor Income Flows),-1.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q4,Imports of Goods and Services (excluding Factor Income Flows),-0.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q4,Gross Domestic Product at Market Prices,-0.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q4,Gross National Product at Market Prices,2.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2014Q4,Modified Final Domestic Demand,0.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q1,Personal Expenditure on Consumer Goods and Services,-0.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q1,Net Expenditure by Central and Local Govt. on Current Goods and Services,4.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q1,Gross Domestic Fixed Capital Formation,21.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q1,Exports of Goods and Services (excluding Factor Income Flows),29.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q1,Imports of Goods and Services (excluding Factor Income Flows),15.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q1,Gross Domestic Product at Market Prices,23.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q1,Gross National Product at Market Prices,9.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q1,Modified Final Domestic Demand,2.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q2,Personal Expenditure on Consumer Goods and Services,0.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q2,Net Expenditure by Central and Local Govt. on Current Goods and Services,-0.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q2,Gross Domestic Fixed Capital Formation,12.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q2,Exports of Goods and Services (excluding Factor Income Flows),0.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q2,Imports of Goods and Services (excluding Factor Income Flows),5.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q2,Gross Domestic Product at Market Prices,-1.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q2,Gross National Product at Market Prices,7.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q2,Modified Final Domestic Demand,0.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q3,Personal Expenditure on Consumer Goods and Services,1.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q3,Net Expenditure by Central and Local Govt. on Current Goods and Services,-0.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q3,Gross Domestic Fixed Capital Formation,3.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q3,Exports of Goods and Services (excluding Factor Income Flows),6.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q3,Imports of Goods and Services (excluding Factor Income Flows),9.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q3,Gross Domestic Product at Market Prices,2.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q3,Gross National Product at Market Prices,-9.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q3,Modified Final Domestic Demand,0.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q4,Personal Expenditure on Consumer Goods and Services,0.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q4,Net Expenditure by Central and Local Govt. on Current Goods and Services,1.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q4,Gross Domestic Fixed Capital Formation,43.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q4,Exports of Goods and Services (excluding Factor Income Flows),0.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q4,Imports of Goods and Services (excluding Factor Income Flows),8.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q4,Gross Domestic Product at Market Prices,0.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q4,Gross National Product at Market Prices,5.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2015Q4,Modified Final Domestic Demand,-1.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q1,Personal Expenditure on Consumer Goods and Services,4.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q1,Net Expenditure by Central and Local Govt. on Current Goods and Services,1.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q1,Gross Domestic Fixed Capital Formation,-8.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q1,Exports of Goods and Services (excluding Factor Income Flows),-0.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q1,Imports of Goods and Services (excluding Factor Income Flows),2.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q1,Gross Domestic Product at Market Prices,-2.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q1,Gross National Product at Market Prices,5.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q1,Modified Final Domestic Demand,4.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q2,Personal Expenditure on Consumer Goods and Services,-1.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q2,Net Expenditure by Central and Local Govt. on Current Goods and Services,0.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q2,Gross Domestic Fixed Capital Formation,26.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q2,Exports of Goods and Services (excluding Factor Income Flows),0.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q2,Imports of Goods and Services (excluding Factor Income Flows),4.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q2,Gross Domestic Product at Market Prices,1.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q2,Gross National Product at Market Prices,1.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q2,Modified Final Domestic Demand,0.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q3,Personal Expenditure on Consumer Goods and Services,0.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q3,Net Expenditure by Central and Local Govt. on Current Goods and Services,1.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q3,Gross Domestic Fixed Capital Formation,-6.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q3,Exports of Goods and Services (excluding Factor Income Flows),2.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q3,Imports of Goods and Services (excluding Factor Income Flows),0.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q3,Gross Domestic Product at Market Prices,-1.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q3,Gross National Product at Market Prices,-7.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q3,Modified Final Domestic Demand,1.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q4,Personal Expenditure on Consumer Goods and Services,1.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q4,Net Expenditure by Central and Local Govt. on Current Goods and Services,2.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q4,Gross Domestic Fixed Capital Formation,21.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q4,Exports of Goods and Services (excluding Factor Income Flows),0.4
